Source,Target,last_formula,operator
null,3 4 4 13,,
3 4 4 13,"3 + 4 = 7 (left: 4 7 13)
",3 + 4 = 7 (left: 4 7 13),+
3 4 4 13,"4 / 3 = 1.33333 (left: 1.33333 4 13)
",4 / 3 = 1.33333 (left: 1.33333 4 13),/
3 4 4 13,"13 + 3 = 16 (left: 4 4 16)
",13 + 3 = 16 (left: 4 4 16),+
3 4 4 13,"3 * 4 = 12 (left: 4 12 13)
",3 * 4 = 12 (left: 4 12 13),*
3 4 4 13,"4 - 3 = 1 (left: 1 4 13)
",4 - 3 = 1 (left: 1 4 13),-
3 4 4 13,"13 - 4 = 9 (left: 3 4 9)
",13 - 4 = 9 (left: 3 4 9),-
3 4 4 13,"13 / 3 = 4.33333 (left: 4.33333 4 13)
",13 / 3 = 4.33333 (left: 4.33333 4 13),/
3 4 4 13,"13 - 3 = 10 (left: 4 4 10)
",13 - 3 = 10 (left: 4 4 10),-
"3 + 4 = 7 (left: 4 7 13)
","3 + 4 = 7 (left: 4 7 13)
4 + 7 = 11 (left: 11 13)
",4 + 7 = 11 (left: 11 13),+
"3 + 4 = 7 (left: 4 7 13)
","3 + 4 = 7 (left: 4 7 13)
7 - 4 = 3 (left: 3 13)
",7 - 4 = 3 (left: 3 13),-
"3 + 4 = 7 (left: 4 7 13)
","3 + 4 = 7 (left: 4 7 13)
13 - 4 = 9 (left: 7 9)
",13 - 4 = 9 (left: 7 9),-
"3 + 4 = 7 (left: 4 7 13)
","3 + 4 = 7 (left: 4 7 13)
4 * 7 = 28 (left: 28 13)
",4 * 7 = 28 (left: 28 13),*
"3 + 4 = 7 (left: 4 7 13)
","3 + 4 = 7 (left: 4 7 13)
7 / 4 = 1.75 (left: 1.75 13)
",7 / 4 = 1.75 (left: 1.75 13),/
"3 + 4 = 7 (left: 4 7 13)
","3 + 4 = 7 (left: 4 7 13)
13 + 4 = 17 (left: 7 17)
",13 + 4 = 17 (left: 7 17),+
"3 + 4 = 7 (left: 4 7 13)
","3 + 4 = 7 (left: 4 7 13)
13 / 4 = 3.25 (left: 3.25 7)
",13 / 4 = 3.25 (left: 3.25 7),/
"3 + 4 = 7 (left: 4 7 13)
","3 + 4 = 7 (left: 4 7 13)
13 - 7 = 6 (left: 4 6)
",13 - 7 = 6 (left: 4 6),-
"3 + 4 = 7 (left: 4 7 13)
","3 + 4 = 7 (left: 4 7 13)
7 - 13 = -6 (left: -6)
",7 - 13 = -6 (left: -6),-
"13 + 3 = 16 (left: 4 4 16)
","13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
",4 + 4 = 8 (left: 8 16),+
"13 + 3 = 16 (left: 4 4 16)
","13 + 3 = 16 (left: 4 4 16)
4 * 4 = 16 (left: 4 16)
",4 * 4 = 16 (left: 4 16),*
"13 + 3 = 16 (left: 4 4 16)
","13 + 3 = 16 (left: 4 4 16)
16 / 4 = 4 (left: 4 4)
",16 / 4 = 4 (left: 4 4),/
"13 + 3 = 16 (left: 4 4 16)
","13 + 3 = 16 (left: 4 4 16)
4 - 4 = 0 (left: 16)
",4 - 4 = 0 (left: 16),-
"13 - 4 = 9 (left: 3 4 9)
","13 - 4 = 9 (left: 3 4 9)
3 + 4 = 7 (left: 7 9)
",3 + 4 = 7 (left: 7 9),+
"13 - 4 = 9 (left: 3 4 9)
","13 - 4 = 9 (left: 3 4 9)
4 / 3 = 1.333 (left: 1.333 9)
",4 / 3 = 1.333 (left: 1.333 9),/
"13 - 4 = 9 (left: 3 4 9)
","13 - 4 = 9 (left: 3 4 9)
9 + 3 = 12 (left: 4 9 12)
",9 + 3 = 12 (left: 4 9 12),+
"13 - 4 = 9 (left: 3 4 9)
","13 - 4 = 9 (left: 3 4 9)
3 * 4 = 12 (left: 9 12)
",3 * 4 = 12 (left: 9 12),*
"13 - 4 = 9 (left: 3 4 9)
","13 - 4 = 9 (left: 3 4 9)
9 - 3 = 6 (left: 6 9)
",9 - 3 = 6 (left: 6 9),-
"13 - 4 = 9 (left: 3 4 9)
","13 - 4 = 9 (left: 3 4 9)
9 / 3 = 3 (left: 3 9)
",9 / 3 = 3 (left: 3 9),/
"3 + 4 = 7 (left: 4 7 13)
13 + 4 = 17 (left: 7 17)
","3 + 4 = 7 (left: 4 7 13)
13 + 4 = 17 (left: 7 17)
7 + 17 = 24 (left: 24)
",7 + 17 = 24 (left: 24),+
"3 + 4 = 7 (left: 4 7 13)
13 + 4 = 17 (left: 7 17)
","3 + 4 = 7 (left: 4 7 13)
13 + 4 = 17 (left: 7 17)
7 * 17 = 119 (left: 119)
",7 * 17 = 119 (left: 119),*
"3 + 4 = 7 (left: 4 7 13)
13 + 4 = 17 (left: 7 17)
","3 + 4 = 7 (left: 4 7 13)
13 + 4 = 17 (left: 7 17)
17 - 7 = 10 (left: 10)
",17 - 7 = 10 (left: 10),-
"3 + 4 = 7 (left: 4 7 13)
13 + 4 = 17 (left: 7 17)
","3 + 4 = 7 (left: 4 7 13)
13 + 4 = 17 (left: 7 17)
17 / 7 = 2.4285714285714284 (left: 2.4285714285714284)
",17 / 7 = 2.4285714285714284 (left: 2.4285714285714284),/
"13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
","13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 + 16 = 24 (left: 16 24)
",8 + 16 = 24 (left: 16 24),+
"13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
","13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 / 16 = 0.5 (left: 0.5 16)
",8 / 16 = 0.5 (left: 0.5 16),/
"13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
","13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
16 + 8 = 24 (left: 8 24)
",16 + 8 = 24 (left: 8 24),+
"13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
","13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 * 16 = 128 (left: 16 128)
",8 * 16 = 128 (left: 16 128),*
"13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
","13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
16 - 8 = 8 (left: 8 8)
",16 - 8 = 8 (left: 8 8),-
"13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
","13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
16 / 8 = 2 (left: 2 8)
",16 / 8 = 2 (left: 2 8),/
"13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
","13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
16 - 16 = 0 (left: 8 0)
",16 - 16 = 0 (left: 8 0),-
"3 + 4 = 7 (left: 4 7 13)
4 + 7 = 11 (left: 11 13)
","3 + 4 = 7 (left: 4 7 13)
4 + 7 = 11 (left: 11 13)
11 + 13 = 24 (left: 24)
",11 + 13 = 24 (left: 24),+
"3 + 4 = 7 (left: 4 7 13)
4 + 7 = 11 (left: 11 13)
","3 + 4 = 7 (left: 4 7 13)
4 + 7 = 11 (left: 11 13)
11 - 13 = -2 (left: -2)
",11 - 13 = -2 (left: -2),-
"3 + 4 = 7 (left: 4 7 13)
4 + 7 = 11 (left: 11 13)
","3 + 4 = 7 (left: 4 7 13)
4 + 7 = 11 (left: 11 13)
11 * 13 = 143 (left: 143)
",11 * 13 = 143 (left: 143),*
"3 + 4 = 7 (left: 4 7 13)
4 + 7 = 11 (left: 11 13)
","3 + 4 = 7 (left: 4 7 13)
4 + 7 = 11 (left: 11 13)
11 / 13 �� 0.846 (left: 0.846)
",11 / 13 �� 0.846 (left: 0.846),/
"13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
16 - 16 = 0 (left: 8 0)
","13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
16 - 16 = 0 (left: 8 0)
8 + 0 = 8 (left: 0 8)
",8 + 0 = 8 (left: 0 8),+
"13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
16 - 16 = 0 (left: 8 0)
","13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
16 - 16 = 0 (left: 8 0)
8 - 0 = 8 (left: 0 8)
",8 - 0 = 8 (left: 0 8),-
"13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
16 - 16 = 0 (left: 8 0)
","13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
16 - 16 = 0 (left: 8 0)
8 * 0 = 0 (left: 0 0)
",8 * 0 = 0 (left: 0 0),*
"13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
16 - 16 = 0 (left: 8 0)
","13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
16 - 16 = 0 (left: 8 0)
8 / 0 is undefined
",8 / 0 is undefined,/
"13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 / 16 = 0.5 (left: 0.5 16)
","13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 / 16 = 0.5 (left: 0.5 16)
0.5 + 16 = 16.5 (left: 16.5)
",0.5 + 16 = 16.5 (left: 16.5),+
"13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 / 16 = 0.5 (left: 0.5 16)
","13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 / 16 = 0.5 (left: 0.5 16)
16 / 0.5 = 32 (left: 32)
",16 / 0.5 = 32 (left: 32),/
"13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 / 16 = 0.5 (left: 0.5 16)
","13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 / 16 = 0.5 (left: 0.5 16)
16 - 0.5 = 15.5 (left: 15.5)
",16 - 0.5 = 15.5 (left: 15.5),-
"13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 / 16 = 0.5 (left: 0.5 16)
","13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 / 16 = 0.5 (left: 0.5 16)
0.5 * 16 = 8 (left: 8)
",0.5 * 16 = 8 (left: 8),*
"13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 * 16 = 128 (left: 16 128)
","13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 * 16 = 128 (left: 16 128)
16 + 128 = 144 (left: 128 144)
",16 + 128 = 144 (left: 128 144),+
"13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 * 16 = 128 (left: 16 128)
","13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 * 16 = 128 (left: 16 128)
128 / 16 = 8 (left: 8 128)
",128 / 16 = 8 (left: 8 128),/
