id,node_id,step,value
6 7 8 11,n1533,0,
"6 + 7 = 13 (left: 8 11 13)
",n1534,1,0.003
"7 + 8 = 15 (left: 6 11 15)
",n1535,1,40.001
"11 - 6 = 5 (left: 5 7 8)
",n1536,1,3.0
"6 * 7 = 42 (left: 8 11 42)
",n1537,1,0.003
"8 + 7 = 15 (left: 6 11 15)
",n1538,1,40.001
"11 - 7 = 4 (left: 4 6 8)
",n1539,1,60.0
"6 / 7 = 0.857 (left: 0.857 8 11)
",n1540,1,3.0
"8 - 6 = 2 (left: 2 7 11)
",n1541,1,1.002
"11 - 7 = 4 (left: 4 6 8)
4 + 6 = 10 (left: 8 10)
",n1542,2,1.001
"11 - 7 = 4 (left: 4 6 8)
6 + 4 = 10 (left: 8 10)
",n1543,2,1.001
"11 - 7 = 4 (left: 4 6 8)
4 - 6 = -2 (left: -2 8)
",n1544,2,22.0
"11 - 7 = 4 (left: 4 6 8)
6 - 4 = 2 (left: 2 8)
",n1545,2,3.0
"11 - 7 = 4 (left: 4 6 8)
4 * 6 = 24 (left: 8 24)
",n1546,2,1.002
"11 - 7 = 4 (left: 4 6 8)
6 * 4 = 24 (left: 8 24)
",n1547,2,1.002
"11 - 7 = 4 (left: 4 6 8)
4 / 6 = 0.6667 (left: 0.6667 8)
",n1548,2,2.001
"11 - 7 = 4 (left: 4 6 8)
6 / 4 = 1.5 (left: 1.5 8)
",n1549,2,1.002
"7 + 8 = 15 (left: 6 11 15)
6 + 11 = 17 (left: 15 17)
",n1550,2,0.003
"7 + 8 = 15 (left: 6 11 15)
11 - 6 = 5 (left: 5 15)
",n1551,2,1.002
"7 + 8 = 15 (left: 6 11 15)
15 + 6 = 21 (left: 11 15 21)
",n1552,2,0.003
"7 + 8 = 15 (left: 6 11 15)
6 * 11 = 66 (left: 15 66)
",n1553,2,0.003
"7 + 8 = 15 (left: 6 11 15)
11 / 6 = 1.83 (left: 1.83 15)
",n1554,2,2.0
"7 + 8 = 15 (left: 6 11 15)
15 - 6 = 9 (left: 9 15)
",n1555,2,60.0
"7 + 8 = 15 (left: 6 11 15)
15 - 11 = 4 (left: 4 15)
",n1556,2,3.0
"7 + 8 = 15 (left: 6 11 15)
15 / 6 = 2.5 (left: 2.5 15)
",n1557,2,2.001
"8 + 7 = 15 (left: 6 11 15)
6 + 11 = 17 (left: 15 17)
",n1558,2,0.003
"8 + 7 = 15 (left: 6 11 15)
6 / 11 = 0.55 (left: 0.55 15)
",n1559,2,2.0
"8 + 7 = 15 (left: 6 11 15)
15 + 6 = 21 (left: 11 21)
",n1560,2,0.003
"8 + 7 = 15 (left: 6 11 15)
6 * 11 = 66 (left: 15 66)
",n1561,2,0.003
"8 + 7 = 15 (left: 6 11 15)
11 - 6 = 5 (left: 5 15)
",n1562,2,1.002
"8 + 7 = 15 (left: 6 11 15)
15 - 6 = 9 (left: 9 11)
",n1563,2,2.0
"8 + 7 = 15 (left: 6 11 15)
15 / 6 = 2.5 (left: 2.5 11)
",n1564,2,1.002
"7 + 8 = 15 (left: 6 11 15)
15 - 6 = 9 (left: 9 15)
9 + 15 = 24 (left: 24)
",n1565,3,0
"7 + 8 = 15 (left: 6 11 15)
15 - 6 = 9 (left: 9 15)
9 * 15 = 135 (left: 135)
",n1566,3,0.0
"7 + 8 = 15 (left: 6 11 15)
15 - 6 = 9 (left: 9 15)
15 - 9 = 6 (left: 6)
",n1567,3,0
"7 + 8 = 15 (left: 6 11 15)
15 - 6 = 9 (left: 9 15)
15 / 9 = 1.67 (left: 1.67)
",n1568,3,0.002
"7 + 8 = 15 (left: 6 11 15)
15 - 6 = 9 (left: 9 15)
9 - 15 = -6 (left: -6)
",n1569,3,0.002
"11 - 7 = 4 (left: 4 6 8)
4 - 6 = -2 (left: -2 8)
-2 + 8 = 6 (left: 6)
",n1570,3,0
"11 - 7 = 4 (left: 4 6 8)
4 - 6 = -2 (left: -2 8)
-2 * 8 = -16 (left: -16)
",n1571,3,0.0
"11 - 7 = 4 (left: 4 6 8)
4 - 6 = -2 (left: -2 8)
8 - -2 = 10 (left: 10)
",n1572,3,0
"11 - 7 = 4 (left: 4 6 8)
4 - 6 = -2 (left: -2 8)
8 / -2 = -4 (left: -4)
",n1573,3,0.001
"11 - 7 = 4 (left: 4 6 8)
6 - 4 = 2 (left: 2 8)
2 + 8 = 10 (left: 10)
",n1574,3,0
"11 - 7 = 4 (left: 4 6 8)
6 - 4 = 2 (left: 2 8)
2 * 8 = 16 (left: 16)
",n1575,3,0
"11 - 7 = 4 (left: 4 6 8)
6 - 4 = 2 (left: 2 8)
8 - 2 = 6 (left: 6)
",n1576,3,0
"11 - 7 = 4 (left: 4 6 8)
6 - 4 = 2 (left: 2 8)
8 / 2 = 4 (left: 4)
",n1577,3,0
"7 + 8 = 15 (left: 6 11 15)
15 - 6 = 9 (left: 9 15)
15 / 9 = 1.67 (left: 1.67)
1.67 + 1 = 2.67
",n1578,4,0
"7 + 8 = 15 (left: 6 11 15)
15 - 6 = 9 (left: 9 15)
15 / 9 = 1.67 (left: 1.67)
1.67 - 1 = 0.67
",n1579,4,0
"7 + 8 = 15 (left: 6 11 15)
15 - 6 = 9 (left: 9 15)
15 / 9 = 1.67 (left: 1.67)
1.67 * 1 = 1.67
",n1580,4,0
