id,node_id,step,value
1 4 4 8,n782,0,
"1 + 4 = 5 (left: 4 5 8)
",n783,1,3.0
"4 / 1 = 4 (left: 4 4 8)
",n784,1,3.0
"8 + 1 = 9 (left: 4 4 9)
",n785,1,2.001
"1 * 4 = 4 (left: 4 4 8)
",n786,1,3.0
"4 - 1 = 3 (left: 3 4 8)
",n787,1,2.001
"8 - 4 = 4 (left: 1 4 4)
",n788,1,21.001
"8 / 2 = 4 (left: 4 4 4)
",n789,1,3.0
"4 - 1 = 3 (left: 1 3 4)
",n790,1,3.0
"8 - 4 = 4 (left: 1 4 4)
1 + 4 = 5 (left: 4 5)
",n791,2,3.0
"8 - 4 = 4 (left: 1 4 4)
4 / 1 = 4 (left: 4 4)
",n792,2,3.0
"8 - 4 = 4 (left: 1 4 4)
4 + 1 = 5 (left: 4 5)
",n793,2,3.0
"8 - 4 = 4 (left: 1 4 4)
1 * 4 = 4 (left: 4 4)
",n794,2,3.0
"8 - 4 = 4 (left: 1 4 4)
4 - 1 = 3 (left: 3 4)
",n795,2,3.0
"8 - 4 = 4 (left: 1 4 4)
4 - 4 = 0 (left: 0 4)
",n796,2,41.0
"8 - 4 = 4 (left: 1 4 4)
4 / 4 = 1 (left: 1 4)
",n797,2,3.0
"1 + 4 = 5 (left: 4 5 8)
4 + 5 = 9 (left: 8 9)
",n798,2,3.0
"1 + 4 = 5 (left: 4 5 8)
5 - 4 = 1 (left: 1 8)
",n799,2,1.002
"1 + 4 = 5 (left: 4 5 8)
4 * 5 = 20 (left: 8 20)
",n800,2,0.003
"1 + 4 = 5 (left: 4 5 8)
5 / 4 = 1.25 (left: 1.25 8)
",n801,2,0.003
"1 + 4 = 5 (left: 4 5 8)
8 + 4 = 12 (left: 5 12)
",n802,2,2.001
"1 + 4 = 5 (left: 4 5 8)
8 - 5 = 3 (left: 3 8)
",n803,2,3.0
"1 + 4 = 5 (left: 4 5 8)
8 * 5 = 40 (left: 40)
",n804,2,0
"1 + 4 = 5 (left: 4 5 8)
8 / 5 = 1.6 (left: 1.6)
",n805,2,0.002
"4 / 1 = 4 (left: 4 4 8)
4 + 4 = 8 (left: 8 8)
",n806,2,3.0
"4 / 1 = 4 (left: 4 4 8)
4 * 4 = 16 (left: 8 16)
",n807,2,60.0
"4 / 1 = 4 (left: 4 4 8)
4 / 4 = 1 (left: 1 8)
",n808,2,1.002
"4 / 1 = 4 (left: 4 4 8)
8 - 4 = 4 (left: 4 8)
",n809,2,3.0
"4 / 1 = 4 (left: 4 4 8)
8 / 4 = 2 (left: 2 8)
",n810,2,3.0
"4 / 1 = 4 (left: 4 4 8)
8 * 4 = 32 (left: 32)
",n811,2,0
"4 / 1 = 4 (left: 4 4 8)
4 - 4 = 0 (left: 8)
",n812,2,0
"4 / 1 = 4 (left: 4 4 8)
4 * 4 = 16 (left: 8 16)
8 + 16 = 24 (left: 16 24)
",n813,3,1.002
"4 / 1 = 4 (left: 4 4 8)
4 * 4 = 16 (left: 8 16)
8 / 16 = 0.5 (left: 0.5 16)
",n814,3,22.0
"4 / 1 = 4 (left: 4 4 8)
4 * 4 = 16 (left: 8 16)
16 + 8 = 24 (left: 8 24)
",n815,3,1.002
"4 / 1 = 4 (left: 4 4 8)
4 * 4 = 16 (left: 8 16)
8 * 16 = 128 (left: 16 128)
",n816,3,21.001
"4 / 1 = 4 (left: 4 4 8)
4 * 4 = 16 (left: 8 16)
16 - 8 = 8 (left: 8 8)
",n817,3,3.0
"8 - 4 = 4 (left: 1 4 4)
4 - 4 = 0 (left: 0 4)
0 + 4 = 4 (left: 4)
",n818,3,0
"8 - 4 = 4 (left: 1 4 4)
4 - 4 = 0 (left: 0 4)
0 * 4 = 0 (left: 4)
",n819,3,0
"8 - 4 = 4 (left: 1 4 4)
4 - 4 = 0 (left: 0 4)
4 / 4 = 1 (left: 1)
",n820,3,0
"8 - 4 = 4 (left: 1 4 4)
4 - 4 = 0 (left: 0 4)
4 - 0 = 4 (left: 4)
",n821,3,0
"8 - 4 = 4 (left: 1 4 4)
1 + 4 = 5 (left: 4 5)
4 + 5 = 9 (left: 5 9)
",n822,3,0.002
"8 - 4 = 4 (left: 1 4 4)
1 + 4 = 5 (left: 4 5)
4 * 5 = 20 (left: 5 20)
",n823,3,0.003
"8 - 4 = 4 (left: 1 4 4)
1 + 4 = 5 (left: 4 5)
5 - 4 = 1 (left: 1 5)
",n824,3,3.0
"8 - 4 = 4 (left: 1 4 4)
1 + 4 = 5 (left: 4 5)
5 / 4 = 1.25 (left: 1.25 5)
",n825,3,21.001
"4 / 1 = 4 (left: 4 4 8)
4 * 4 = 16 (left: 8 16)
8 / 16 = 0.5 (left: 0.5 16)
0.5 + 16 = 16.5 (left: 16.5)
",n826,4,0
"4 / 1 = 4 (left: 4 4 8)
4 * 4 = 16 (left: 8 16)
8 / 16 = 0.5 (left: 0.5 16)
0.5 * 16 = 8 (left: 8)
",n827,4,0
"4 / 1 = 4 (left: 4 4 8)
4 * 4 = 16 (left: 8 16)
8 / 16 = 0.5 (left: 0.5 16)
16 - 0.5 = 15.5 (left: 15.5)
",n828,4,0
"4 / 1 = 4 (left: 4 4 8)
4 * 4 = 16 (left: 8 16)
8 / 16 = 0.5 (left: 0.5 16)
16 / 0.5 = 32 (left: 32)
",n829,4,0
"4 / 1 = 4 (left: 4 4 8)
4 * 4 = 16 (left: 8 16)
8 * 16 = 128 (left: 16 128)
16 + 128 = 144 (left: 128 144)
",n830,4,0
