id,node_id,step,value
3 4 6 11,n938,0,
"3 + 4 = 7 (left: 6 7 11)
",n939,1,60.0
"4 + 6 = 10 (left: 3 10 11)
",n940,1,60.0
"6 + 3 = 9 (left: 4 9 11)
",n941,1,60.0
"11 - 3 = 8 (left: 4 6 8)
",n942,1,60.0
"3 * 4 = 12 (left: 6 11 12)
",n943,1,1.002
"6 - 4 = 2 (left: 2 6 11)
",n944,1,0.003
"11 - 4 = 7 (left: 3 6 7)
",n945,1,22.0
"11 - 6 = 5 (left: 3 4 5)
",n946,1,3.0
"4 * 6 = 24 (left: 3 11 24)
",n947,1,1.002
"6 / 3 = 2 (left: 2 4 11)
",n948,1,1.002
"3 + 4 = 7 (left: 6 7 11)
6 + 7 = 13 (left: 11 13)
",n949,2,40.001
"3 + 4 = 7 (left: 6 7 11)
7 / 6 = 1.1666666666666667 (left: 1.1666666666666667 11)
",n950,2,2.0
"3 + 4 = 7 (left: 6 7 11)
11 + 6 = 17 (left: 7 17)
",n951,2,60.0
"3 + 4 = 7 (left: 6 7 11)
6 * 7 = 42 (left: 11 42)
",n952,2,0.003
"3 + 4 = 7 (left: 6 7 11)
7 - 6 = 1 (left: 1 11)
",n953,2,21.001
"3 + 4 = 7 (left: 6 7 11)
11 - 7 = 4 (left: 6 4)
",n954,2,41.0
"3 + 4 = 7 (left: 6 7 11)
11 / 6 = 1.8333333333333333 (left: 1.8333333333333333 11)
",n955,2,2.0
"4 + 6 = 10 (left: 3 10 11)
3 + 10 = 13 (left: 11 13)
",n956,2,40.001
"4 + 6 = 10 (left: 3 10 11)
10 - 3 = 7 (left: 7 11)
",n957,2,1.001
"4 + 6 = 10 (left: 3 10 11)
3 * 10 = 30 (left: 11 30)
",n958,2,0.003
"4 + 6 = 10 (left: 3 10 11)
10 / 3 = 3.33 (left: 3.33 11)
",n959,2,2.001
"4 + 6 = 10 (left: 3 10 11)
11 + 3 = 14 (left: 10 14)
",n960,2,60.0
"4 + 6 = 10 (left: 3 10 11)
11 - 3 = 8 (left: 8 11)
",n961,2,1.002
"4 + 6 = 10 (left: 3 10 11)
3 + 11 = 14 (left: 10 14)
",n962,2,60.0
"4 + 6 = 10 (left: 3 10 11)
11 / 3 = 3.67 (left: 3.67 10)
",n963,2,2.001
"4 + 6 = 10 (left: 3 10 11)
10 - 11 = -1 (left: -1 10)
",n964,2,0
"4 + 6 = 10 (left: 3 10 11)
11 * 3 = 33 (left: 10 33)
",n965,2,0.002
"6 + 3 = 9 (left: 4 9 11)
4 + 9 = 13 (left: 11 13)
",n966,2,40.001
"6 + 3 = 9 (left: 4 9 11)
9 - 4 = 5 (left: 5 11)
",n967,2,2.001
"6 + 3 = 9 (left: 4 9 11)
4 * 9 = 36 (left: 11 36)
",n968,2,0.003
"6 + 3 = 9 (left: 4 9 11)
9 / 4 = 2.25 (left: 2.25 11)
",n969,2,2.001
"6 + 3 = 9 (left: 4 9 11)
11 + 4 = 15 (left: 9 15)
",n970,2,60.0
"6 + 3 = 9 (left: 4 9 11)
11 - 9 = 2 (left: 2 11)
",n971,2,2.001
"6 + 3 = 9 (left: 4 9 11)
11 / 4 = 2.75 (left: 2.75 11)
",n972,2,1.002
"6 + 3 = 9 (left: 4 9 11)
11 - 4 = 7 (left: 7 11)
",n973,2,1.001
"3 + 4 = 7 (left: 6 7 11)
11 + 6 = 17 (left: 7 17)
7 + 17 = 24 (left: 24)
",n974,3,0
"3 + 4 = 7 (left: 6 7 11)
11 + 6 = 17 (left: 7 17)
7 * 17 = 119 (left: 119)
",n975,3,0.0
"3 + 4 = 7 (left: 6 7 11)
11 + 6 = 17 (left: 7 17)
17 - 7 = 10 (left: 10)
",n976,3,0
"4 + 6 = 10 (left: 3 10 11)
11 + 3 = 14 (left: 10 14)
10 + 14 = 24 (left: 14 24)
",n977,3,0.003
"4 + 6 = 10 (left: 3 10 11)
11 + 3 = 14 (left: 10 14)
10 / 14 = 0.71 (left: 0.71 14)
",n978,3,2.0
"4 + 6 = 10 (left: 3 10 11)
11 + 3 = 14 (left: 10 14)
14 + 10 = 24 (left: 10 24)
",n979,3,2.001
"4 + 6 = 10 (left: 3 10 11)
11 + 3 = 14 (left: 10 14)
10 * 14 = 140 (left: 14 140)
",n980,3,2.001
"4 + 6 = 10 (left: 3 10 11)
11 + 3 = 14 (left: 10 14)
14 - 10 = 4 (left: 4 14)
",n981,3,3.0
"4 + 6 = 10 (left: 3 10 11)
11 + 3 = 14 (left: 10 14)
14 / 10 = 1.4 (left: 1.4 14)
",n982,3,2.001
"4 + 6 = 10 (left: 3 10 11)
11 + 3 = 14 (left: 10 14)
10 - 14 = -4 (left: -4 14)
",n983,3,3.0
"4 + 6 = 10 (left: 3 10 11)
3 + 11 = 14 (left: 10 14)
10 + 14 = 24 (left: 10 24)
",n984,3,2.001
"4 + 6 = 10 (left: 3 10 11)
3 + 11 = 14 (left: 10 14)
10 - 14 = -4 (left: -4 14)
",n985,3,3.0
"4 + 6 = 10 (left: 3 10 11)
3 + 11 = 14 (left: 10 14)
10 * 14 = 140 (left: 10 140)
",n986,3,20.002
"4 + 6 = 10 (left: 3 10 11)
3 + 11 = 14 (left: 10 14)
10 / 14 = 0.71 (left: 0.71 14)
",n987,3,2.0
"4 + 6 = 10 (left: 3 10 11)
3 + 11 = 14 (left: 10 14)
10 * 14 = 140 (left: 10 140)
10 + 140 = 150 (left: 140 150)
",n988,4,0
"4 + 6 = 10 (left: 3 10 11)
3 + 11 = 14 (left: 10 14)
10 * 14 = 140 (left: 10 140)
140 / 10 = 14 (left: 14 140)
",n989,4,0
"4 + 6 = 10 (left: 3 10 11)
3 + 11 = 14 (left: 10 14)
10 * 14 = 140 (left: 10 140)
10 * 140 = 1400 (left: 140 1400)
",n990,4,0
"4 + 6 = 10 (left: 3 10 11)
3 + 11 = 14 (left: 10 14)
10 * 14 = 140 (left: 10 140)
140 - 10 = 130 (left: 10 130)
",n991,4,0
"4 + 6 = 10 (left: 3 10 11)
11 + 3 = 14 (left: 10 14)
14 - 10 = 4 (left: 4 14)
4 + 14 = 18 (left: 18)
",n992,4,0.0
"4 + 6 = 10 (left: 3 10 11)
11 + 3 = 14 (left: 10 14)
14 - 10 = 4 (left: 4 14)
4 * 14 = 56 (left: 56)
",n993,4,0
"4 + 6 = 10 (left: 3 10 11)
11 + 3 = 14 (left: 10 14)
14 - 10 = 4 (left: 4 14)
14 - 4 = 10 (left: 10)
",n994,4,0
"4 + 6 = 10 (left: 3 10 11)
11 + 3 = 14 (left: 10 14)
14 - 10 = 4 (left: 4 14)
14 / 4 = 3.5 (left: 3.5)
",n995,4,0
"4 + 6 = 10 (left: 3 10 11)
11 + 3 = 14 (left: 10 14)
14 - 10 = 4 (left: 4 14)
14 + 4 = 18 (left: 18)
",n996,4,0.0
"4 + 6 = 10 (left: 3 10 11)
11 + 3 = 14 (left: 10 14)
10 - 14 = -4 (left: -4 14)
-4 + 14 = 10 (left: 10)
",n997,4,0
"4 + 6 = 10 (left: 3 10 11)
11 + 3 = 14 (left: 10 14)
10 - 14 = -4 (left: -4 14)
-4 - 14 = -18 (left: -18)
",n998,4,0
"4 + 6 = 10 (left: 3 10 11)
11 + 3 = 14 (left: 10 14)
10 - 14 = -4 (left: -4 14)
-4 * 14 = -56 (left: -56)
",n999,4,0
"4 + 6 = 10 (left: 3 10 11)
11 + 3 = 14 (left: 10 14)
10 - 14 = -4 (left: -4 14)
14 - (-4) = 18 (left: 18)
",n1000,4,0.0
