id,node_id,step,value
1 8 10 11,n292,0,
"1 + 8 = 9 (left: 9 10 11)
",n293,1,0.003
"8 + 1 = 9 (left: 9 10 11)
",n294,1,0.003
"10 - 1 = 9 (left: 8 9 11)
",n295,1,1.002
"11 - 1 = 10 (left: 8 10 10)
",n296,1,1.002
"1 * 8 = 8 (left: 8 10 11)
",n297,1,1.002
"8 - 1 = 7 (left: 7 10 11)
",n298,1,0.003
"10 - 8 = 2 (left: 1 2 11)
",n299,1,0.003
"10 / 1 = 10 (left: 8 10 11)
",n300,1,1.002
"11 - 8 = 3 (left: 1 3 11)
",n301,1,1.002
"10 - 1 = 9 (left: 8 9 11)
8 + 9 = 17 (left: 11 17)
",n302,2,0.003
"10 - 1 = 9 (left: 8 9 11)
9 + 11 = 20 (left: 8 20)
",n303,2,0.003
"10 - 1 = 9 (left: 8 9 11)
8 - 9 = -1 (left: 11 -1)
",n304,2,1.0
"10 - 1 = 9 (left: 8 9 11)
9 - 11 = -2 (left: 8 -2)
",n305,2,3.0
"10 - 1 = 9 (left: 8 9 11)
11 - 8 = 3 (left: 9 3)
",n306,2,22.0
"10 - 1 = 9 (left: 8 9 11)
8 * 9 = 72 (left: 11 72)
",n307,2,0.003
"10 - 1 = 9 (left: 8 9 11)
9 * 11 = 99 (left: 8 99)
",n308,2,2.0
"10 - 1 = 9 (left: 8 9 11)
8 / 9 = 0.8888888888888888 (left: 11 0.8888888888888888)
",n309,2,3.0
"10 - 1 = 9 (left: 8 9 11)
9 / 11 = 0.8181818181818182 (left: 8 0.8181818181818182)
",n310,2,2.0
"11 - 1 = 10 (left: 8 10 10)
8 + 10 = 18 (left: 10 18)
",n311,2,0
"11 - 1 = 10 (left: 8 10 10)
10 - 8 = 2 (left: 2 10)
",n312,2,0
"11 - 1 = 10 (left: 8 10 10)
10 / 8 = 1.25 (left: 1.25 10)
",n313,2,0
"11 - 1 = 10 (left: 8 10 10)
10 * 8 = 80 (left: 10 80)
",n314,2,0
"1 * 8 = 8 (left: 8 10 11)
8 + 10 = 18 (left: 11 18)
",n315,2,0.003
"1 * 8 = 8 (left: 8 10 11)
10 + 11 = 21 (left: 8 21)
",n316,2,2.001
"1 * 8 = 8 (left: 8 10 11)
8 * 10 = 80 (left: 11 80)
",n317,2,0.003
"1 * 8 = 8 (left: 8 10 11)
10 - 8 = 2 (left: 2 11)
",n318,2,2.001
"1 * 8 = 8 (left: 8 10 11)
11 + 8 = 19 (left: 10 19)
",n319,2,0.003
"1 * 8 = 8 (left: 8 10 11)
8 / 10 = 0.8 (left: 11 0.8)
",n320,2,0.003
"1 * 8 = 8 (left: 8 10 11)
10 / 8 = 1.25 (left: 11 1.25)
",n321,2,0.003
"1 * 8 = 8 (left: 8 10 11)
11 - 8 = 3 (left: 3 10)
",n322,2,1.002
"1 * 8 = 8 (left: 8 10 11)
11 / 8 = 1.375 (left: 10 1.375)
",n323,2,2.001
"10 - 1 = 9 (left: 8 9 11)
11 - 8 = 3 (left: 9 3)
9 + 3 = 12 (left: 12)
",n324,3,0
"10 - 1 = 9 (left: 8 9 11)
11 - 8 = 3 (left: 9 3)
9 - 3 = 6 (left: 6)
",n325,3,0
"10 - 1 = 9 (left: 8 9 11)
11 - 8 = 3 (left: 9 3)
9 * 3 = 27 (left: 27)
",n326,3,0.001
