Source,Target,last_formula,operator
null,4 5 6 10,,
4 5 6 10,"4 + 5 = 9 (left: 6 9 10)
",4 + 5 = 9 (left: 6 9 10),+
4 5 6 10,"5 + 6 = 11 (left: 4 10 11)
",5 + 6 = 11 (left: 4 10 11),+
4 5 6 10,"6 + 10 = 16 (left: 4 5 16)
",6 + 10 = 16 (left: 4 5 16),+
4 5 6 10,"4 * 5 = 20 (left: 6 10 20)
",4 * 5 = 20 (left: 6 10 20),*
4 5 6 10,"10 - 4 = 6 (left: 5 6 10)
",10 - 4 = 6 (left: 5 6 10),-
4 5 6 10,"10 - 5 = 5 (left: 4 5 6)
",10 - 5 = 5 (left: 4 5 6),-
4 5 6 10,"6 + 4 = 10 (left: 5 6 10)
",6 + 4 = 10 (left: 5 6 10),+
4 5 6 10,"6 / 4 = 1.5 (left: 1.5 5 6)
",6 / 4 = 1.5 (left: 1.5 5 6),/
"4 + 5 = 9 (left: 6 9 10)
","4 + 5 = 9 (left: 6 9 10)
6 + 9 = 15 (left: 10 15)
",6 + 9 = 15 (left: 10 15),+
"4 + 5 = 9 (left: 6 9 10)
","4 + 5 = 9 (left: 6 9 10)
6 / 9 = 0.67 (left: 0.67 10)
",6 / 9 = 0.67 (left: 0.67 10),/
"4 + 5 = 9 (left: 6 9 10)
","4 + 5 = 9 (left: 6 9 10)
10 + 6 = 16 (left: 9 16)
",10 + 6 = 16 (left: 9 16),+
"4 + 5 = 9 (left: 6 9 10)
","4 + 5 = 9 (left: 6 9 10)
6 * 9 = 54 (left: 10 54)
",6 * 9 = 54 (left: 10 54),*
"4 + 5 = 9 (left: 6 9 10)
","4 + 5 = 9 (left: 6 9 10)
9 - 6 = 3 (left: 3 10)
",9 - 6 = 3 (left: 3 10),-
"4 + 5 = 9 (left: 6 9 10)
","4 + 5 = 9 (left: 6 9 10)
10 - 9 = 1 (left: 6 1)
",10 - 9 = 1 (left: 6 1),-
"4 + 5 = 9 (left: 6 9 10)
","4 + 5 = 9 (left: 6 9 10)
10 / 6 = 1.67 (left: 1.67 6)
",10 / 6 = 1.67 (left: 1.67 6),/
"4 + 5 = 9 (left: 6 9 10)
","4 + 5 = 9 (left: 6 9 10)
10 - 6 = 4 (left: 4 9)
",10 - 6 = 4 (left: 4 9),-
"10 - 5 = 5 (left: 4 5 6)
","10 - 5 = 5 (left: 4 5 6)
4 + 5 = 9 (left: 6 9)
",4 + 5 = 9 (left: 6 9),+
"10 - 5 = 5 (left: 4 5 6)
","10 - 5 = 5 (left: 4 5 6)
5 + 6 = 11 (left: 4 11)
",5 + 6 = 11 (left: 4 11),+
"10 - 5 = 5 (left: 4 5 6)
","10 - 5 = 5 (left: 4 5 6)
4 * 5 = 20 (left: 6 20)
",4 * 5 = 20 (left: 6 20),*
"10 - 5 = 5 (left: 4 5 6)
","10 - 5 = 5 (left: 4 5 6)
5 * 6 = 30 (left: 4 30)
",5 * 6 = 30 (left: 4 30),*
"10 - 5 = 5 (left: 4 5 6)
","10 - 5 = 5 (left: 4 5 6)
6 + 4 = 10 (left: 5 10)
",6 + 4 = 10 (left: 5 10),+
"10 - 5 = 5 (left: 4 5 6)
","10 - 5 = 5 (left: 4 5 6)
4 / 5 = 0.8 (left: 6 0.8)
",4 / 5 = 0.8 (left: 6 0.8),/
"10 - 5 = 5 (left: 4 5 6)
","10 - 5 = 5 (left: 4 5 6)
5 / 6 = 0.83 (left: 4 0.83)
",5 / 6 = 0.83 (left: 4 0.83),/
"6 / 4 = 1.5 (left: 1.5 5 6)
","6 / 4 = 1.5 (left: 1.5 5 6)
1.5 + 5 = 6.5 (left: 6.5 6)
",1.5 + 5 = 6.5 (left: 6.5 6),+
