id,node_id,step,value
1 5 9 13,n1266,0,
"1 + 5 = 6 (left: 6 9 13)
",n1267,1,40.001
"5 / 1 = 5 (left: 5 9 13)
",n1268,1,1.002
"13 - 9 = 4 (left: 1 4 13)
",n1269,1,1.002
"9 - 5 = 4 (left: 1 4 9)
",n1270,1,1.002
"13 - 1 = 12 (left: 5 9 12)
",n1271,1,2.001
"9 + 1 = 10 (left: 5 10 13)
",n1272,1,1.002
"13 / 1 = 13 (left: 5 9 13)
",n1273,1,1.002
"5 + 1 = 6 (left: 6 9 13)
",n1274,1,40.001
"1 + 5 = 6 (left: 6 9 13)
6 + 9 = 15 (left: 13 15)
",n1275,2,0.003
"1 + 5 = 6 (left: 6 9 13)
6 + 13 = 19 (left: 9 19)
",n1276,2,0.003
"1 + 5 = 6 (left: 6 9 13)
9 + 6 = 15 (left: 13 15)
",n1277,2,0.003
"1 + 5 = 6 (left: 6 9 13)
9 - 6 = 3 (left: 3 13)
",n1278,2,1.002
"1 + 5 = 6 (left: 6 9 13)
9 / 6 = 1.5 (left: 13 1.5)
",n1279,2,2.001
"1 + 5 = 6 (left: 6 9 13)
13 - 6 = 7 (left: 7 9)
",n1280,2,1.002
"1 + 5 = 6 (left: 6 9 13)
13 - 9 = 4 (left: 4 6)
",n1281,2,3.0
"1 + 5 = 6 (left: 6 9 13)
13 / 6 = 2.1667 (left: 9 2.1667)
",n1282,2,3.0
"5 + 1 = 6 (left: 6 9 13)
6 + 9 = 15 (left: 13 15)
",n1283,2,0.003
"5 + 1 = 6 (left: 6 9 13)
9 + 6 = 15 (left: 13 15)
",n1284,2,0.003
"5 + 1 = 6 (left: 6 9 13)
6 * 9 = 54 (left: 13 54)
",n1285,2,0.003
"5 + 1 = 6 (left: 6 9 13)
9 * 6 = 54 (left: 13 54)
",n1286,2,0.003
"5 + 1 = 6 (left: 6 9 13)
9 - 6 = 3 (left: 3 13)
",n1287,2,1.002
"5 + 1 = 6 (left: 6 9 13)
6 - 9 = -3 (left: -3 13)
",n1288,2,41.0
"5 + 1 = 6 (left: 6 9 13)
9 / 6 = 1.5 (left: 1.5 13)
",n1289,2,2.001
"5 + 1 = 6 (left: 6 9 13)
6 / 9 = 0.67 (left: 0.67 13)
",n1290,2,0.001
"5 + 1 = 6 (left: 6 9 13)
13 + 6 = 19 (left: 9 19)
",n1291,2,0.003
"5 + 1 = 6 (left: 6 9 13)
13 - 6 = 7 (left: 7 13)
",n1292,2,1.002
"5 + 1 = 6 (left: 6 9 13)
13 / 6 = 2.17 (left: 2.17 13)
",n1293,2,1.002
"5 + 1 = 6 (left: 6 9 13)
13 * 6 = 78 (left: 13 78)
",n1294,2,0.003
"13 - 1 = 12 (left: 5 9 12)
5 + 9 = 14 (left: 12 14)
",n1295,2,0.003
"13 - 1 = 12 (left: 5 9 12)
9 - 5 = 4 (left: 4 12)
",n1296,2,3.0
"13 - 1 = 12 (left: 5 9 12)
5 * 9 = 45 (left: 12 45)
",n1297,2,0.002
"13 - 1 = 12 (left: 5 9 12)
9 / 5 = 1.8 (left: 1.8 12)
",n1298,2,0.0
"13 - 1 = 12 (left: 5 9 12)
12 + 5 = 17 (left: 9 17)
",n1299,2,0.003
"13 - 1 = 12 (left: 5 9 12)
5 - 9 = -4 (left: -4 12)
",n1300,2,2.001
"13 - 1 = 12 (left: 5 9 12)
12 - 5 = 7 (left: 7 9)
",n1301,2,1.002
"13 - 1 = 12 (left: 5 9 12)
12 / 5 = 2.4 (left: 2.4 9)
",n1302,2,2.001
"5 + 1 = 6 (left: 6 9 13)
6 - 9 = -3 (left: -3 13)
-3 + 13 = 10 (left: 10)
",n1303,3,0
"5 + 1 = 6 (left: 6 9 13)
6 - 9 = -3 (left: -3 13)
13 - (-3) = 16 (left: 16)
",n1304,3,0
"5 + 1 = 6 (left: 6 9 13)
6 - 9 = -3 (left: -3 13)
13 / (-3) = -4.33 (left: -4.33)
",n1305,3,0.002
"5 + 1 = 6 (left: 6 9 13)
6 - 9 = -3 (left: -3 13)
-3 - 13 = -16 (left: -16)
",n1306,3,0.0
"1 + 5 = 6 (left: 6 9 13)
13 - 9 = 4 (left: 4 6)
4 + 6 = 10 (left: 10)
",n1307,3,0
"1 + 5 = 6 (left: 6 9 13)
13 - 9 = 4 (left: 4 6)
4 * 6 = 24 (left: 24)
",n1308,3,0
"1 + 5 = 6 (left: 6 9 13)
13 - 9 = 4 (left: 4 6)
6 - 4 = 2 (left: 2)
",n1309,3,0
"1 + 5 = 6 (left: 6 9 13)
13 - 9 = 4 (left: 4 6)
6 / 4 = 1.5 (left: 1.5)
",n1310,3,0.0
"1 + 5 = 6 (left: 6 9 13)
13 / 6 = 2.1667 (left: 9 2.1667)
9 + 2.1667 = 11.1667 (left: 2.1667 11.1667)
",n1311,3,3.0
"1 + 5 = 6 (left: 6 9 13)
13 / 6 = 2.1667 (left: 9 2.1667)
9 - 2.1667 = 6.8333 (left: 2.1667 6.8333)
",n1312,3,3.0
"1 + 5 = 6 (left: 6 9 13)
13 / 6 = 2.1667 (left: 9 2.1667)
9 / 2.1667 = 4.1579 (left: 2.1667 4.1579)
",n1313,3,3.0
"1 + 5 = 6 (left: 6 9 13)
13 / 6 = 2.1667 (left: 9 2.1667)
9 * 2.1667 = 19.4998 (left: 2.1667 19.4998)
",n1314,3,3.0
"1 + 5 = 6 (left: 6 9 13)
13 / 6 = 2.1667 (left: 9 2.1667)
9 + 2.1667 = 11.1667 (left: 2.1667 11.1667)
2.1667 + 11.1667 = 13.3334 (left: 11.1667 13.3334)
",n1315,4,0
"1 + 5 = 6 (left: 6 9 13)
13 / 6 = 2.1667 (left: 9 2.1667)
9 + 2.1667 = 11.1667 (left: 2.1667 11.1667)
11.1667 - 2.1667 = 9 (left: 2.1667 9)
",n1316,4,0
"1 + 5 = 6 (left: 6 9 13)
13 / 6 = 2.1667 (left: 9 2.1667)
9 + 2.1667 = 11.1667 (left: 2.1667 11.1667)
2.1667 * 11.1667 = 24.1667 (left: 11.1667 24.1667)
",n1317,4,0
"1 + 5 = 6 (left: 6 9 13)
13 / 6 = 2.1667 (left: 9 2.1667)
9 + 2.1667 = 11.1667 (left: 2.1667 11.1667)
11.1667 / 2.1667 = 5.1542 (left: 2.1667 5.1542)
",n1318,4,0
"1 + 5 = 6 (left: 6 9 13)
13 / 6 = 2.1667 (left: 9 2.1667)
9 - 2.1667 = 6.8333 (left: 2.1667 6.8333)
2.1667 + 6.8333 = 9 (left: 9)
",n1319,4,0.0
"1 + 5 = 6 (left: 6 9 13)
13 / 6 = 2.1667 (left: 9 2.1667)
9 - 2.1667 = 6.8333 (left: 2.1667 6.8333)
2.1667 / 6.8333 = 0.3167 (left: 0.3167)
",n1320,4,0
"1 + 5 = 6 (left: 6 9 13)
13 / 6 = 2.1667 (left: 9 2.1667)
9 - 2.1667 = 6.8333 (left: 2.1667 6.8333)
6.8333 - 2.1667 = 4.6666 (left: 4.6666)
",n1321,4,0
"1 + 5 = 6 (left: 6 9 13)
13 / 6 = 2.1667 (left: 9 2.1667)
9 - 2.1667 = 6.8333 (left: 2.1667 6.8333)
6.8333 / 2.1667 = 3.1667 (left: 3.1667)
",n1322,4,0
"1 + 5 = 6 (left: 6 9 13)
13 / 6 = 2.1667 (left: 9 2.1667)
9 - 2.1667 = 6.8333 (left: 2.1667 6.8333)
Input: 5 10 15 20
",n1323,4,0
"1 + 5 = 6 (left: 6 9 13)
13 / 6 = 2.1667 (left: 9 2.1667)
9 - 2.1667 = 6.8333 (left: 2.1667 6.8333)
Possible next steps:
",n1324,4,0
"1 + 5 = 6 (left: 6 9 13)
13 / 6 = 2.1667 (left: 9 2.1667)
9 - 2.1667 = 6.8333 (left: 2.1667 6.8333)
5 + 10 = 15 (left: 15 15 20)
",n1325,4,0
"1 + 5 = 6 (left: 6 9 13)
13 / 6 = 2.1667 (left: 9 2.1667)
9 - 2.1667 = 6.8333 (left: 2.1667 6.8333)
10 / 5 = 2 (left: 2 15 20)
",n1326,4,0
"1 + 5 = 6 (left: 6 9 13)
13 / 6 = 2.1667 (left: 9 2.1667)
9 - 2.1667 = 6.8333 (left: 2.1667 6.8333)
15 + 5 = 20 (left: 10 15 20)
",n1327,4,0
"1 + 5 = 6 (left: 6 9 13)
13 / 6 = 2.1667 (left: 9 2.1667)
9 - 2.1667 = 6.8333 (left: 2.1667 6.8333)
5 * 10 = 50 (left: 50 15 20)
",n1328,4,0
"1 + 5 = 6 (left: 6 9 13)
13 / 6 = 2.1667 (left: 9 2.1667)
9 - 2.1667 = 6.8333 (left: 2.1667 6.8333)
10 - 5 = 5 (left: 5 15 20)
",n1329,4,0
"1 + 5 = 6 (left: 6 9 13)
13 / 6 = 2.1667 (left: 9 2.1667)
9 - 2.1667 = 6.8333 (left: 2.1667 6.8333)
20 - 10 = 10 (left: 5 10 10)
",n1330,4,1.002
"1 + 5 = 6 (left: 6 9 13)
13 / 6 = 2.1667 (left: 9 2.1667)
9 - 2.1667 = 6.8333 (left: 2.1667 6.8333)
20 / 5 = 4 (left: 4 10 15)
",n1331,4,0
"1 + 5 = 6 (left: 6 9 13)
13 / 6 = 2.1667 (left: 9 2.1667)
9 - 2.1667 = 6.8333 (left: 2.1667 6.8333)
20 - 5 = 15 (left: 10 15 15)
",n1332,4,0
"1 + 5 = 6 (left: 6 9 13)
13 / 6 = 2.1667 (left: 9 2.1667)
9 / 2.1667 = 4.1579 (left: 2.1667 4.1579)
2.1667 + 4.1579 = 6.3246 (left: 4.1579 6.3246)
",n1333,4,0
"1 + 5 = 6 (left: 6 9 13)
13 / 6 = 2.1667 (left: 9 2.1667)
9 / 2.1667 = 4.1579 (left: 2.1667 4.1579)
2.1667 * 4.1579 = 8.9999 (left: 4.1579 8.9999)
",n1334,4,0
