Source,Target,last_formula,operator
null,1 5 9 13,,
1 5 9 13,"1 + 5 = 6 (left: 6 9 13)
",1 + 5 = 6 (left: 6 9 13),+
1 5 9 13,"5 / 1 = 5 (left: 5 9 13)
",5 / 1 = 5 (left: 5 9 13),/
1 5 9 13,"13 - 9 = 4 (left: 1 4 13)
",13 - 9 = 4 (left: 1 4 13),-
1 5 9 13,"9 - 5 = 4 (left: 1 4 9)
",9 - 5 = 4 (left: 1 4 9),-
1 5 9 13,"13 - 1 = 12 (left: 5 9 12)
",13 - 1 = 12 (left: 5 9 12),-
1 5 9 13,"9 + 1 = 10 (left: 5 10 13)
",9 + 1 = 10 (left: 5 10 13),+
1 5 9 13,"13 / 1 = 13 (left: 5 9 13)
",13 / 1 = 13 (left: 5 9 13),/
1 5 9 13,"5 + 1 = 6 (left: 6 9 13)
",5 + 1 = 6 (left: 6 9 13),+
"1 + 5 = 6 (left: 6 9 13)
","1 + 5 = 6 (left: 6 9 13)
6 + 9 = 15 (left: 13 15)
",6 + 9 = 15 (left: 13 15),+
"1 + 5 = 6 (left: 6 9 13)
","1 + 5 = 6 (left: 6 9 13)
6 + 13 = 19 (left: 9 19)
",6 + 13 = 19 (left: 9 19),+
"1 + 5 = 6 (left: 6 9 13)
","1 + 5 = 6 (left: 6 9 13)
9 + 6 = 15 (left: 13 15)
",9 + 6 = 15 (left: 13 15),+
"1 + 5 = 6 (left: 6 9 13)
","1 + 5 = 6 (left: 6 9 13)
9 - 6 = 3 (left: 3 13)
",9 - 6 = 3 (left: 3 13),-
"1 + 5 = 6 (left: 6 9 13)
","1 + 5 = 6 (left: 6 9 13)
9 / 6 = 1.5 (left: 13 1.5)
",9 / 6 = 1.5 (left: 13 1.5),/
"1 + 5 = 6 (left: 6 9 13)
","1 + 5 = 6 (left: 6 9 13)
13 - 6 = 7 (left: 7 9)
",13 - 6 = 7 (left: 7 9),-
"1 + 5 = 6 (left: 6 9 13)
","1 + 5 = 6 (left: 6 9 13)
13 - 9 = 4 (left: 4 6)
",13 - 9 = 4 (left: 4 6),-
"1 + 5 = 6 (left: 6 9 13)
","1 + 5 = 6 (left: 6 9 13)
13 / 6 = 2.1667 (left: 9 2.1667)
",13 / 6 = 2.1667 (left: 9 2.1667),/
"5 + 1 = 6 (left: 6 9 13)
","5 + 1 = 6 (left: 6 9 13)
6 + 9 = 15 (left: 13 15)
",6 + 9 = 15 (left: 13 15),+
"5 + 1 = 6 (left: 6 9 13)
","5 + 1 = 6 (left: 6 9 13)
9 + 6 = 15 (left: 13 15)
",9 + 6 = 15 (left: 13 15),+
"5 + 1 = 6 (left: 6 9 13)
","5 + 1 = 6 (left: 6 9 13)
6 * 9 = 54 (left: 13 54)
",6 * 9 = 54 (left: 13 54),*
"5 + 1 = 6 (left: 6 9 13)
","5 + 1 = 6 (left: 6 9 13)
9 * 6 = 54 (left: 13 54)
",9 * 6 = 54 (left: 13 54),*
"5 + 1 = 6 (left: 6 9 13)
","5 + 1 = 6 (left: 6 9 13)
9 - 6 = 3 (left: 3 13)
",9 - 6 = 3 (left: 3 13),-
