Source,Target,last_formula,operator
null,4 5 7 9,,
4 5 7 9,"4 + 5 = 9 (left: 7 9 9)
",4 + 5 = 9 (left: 7 9 9),+
4 5 7 9,"4 * 5 = 20 (left: 7 9 20)
",4 * 5 = 20 (left: 7 9 20),*
4 5 7 9,"7 - 4 = 3 (left: 3 5 9)
",7 - 4 = 3 (left: 3 5 9),-
4 5 7 9,"9 - 5 = 4 (left: 4 7 9)
",9 - 5 = 4 (left: 4 7 9),-
4 5 7 9,"7 + 4 = 11 (left: 5 9 11)
",7 + 4 = 11 (left: 5 9 11),+
4 5 7 9,"5 * 7 = 35 (left: 9 35 9)
",5 * 7 = 35 (left: 9 35 9),*
4 5 7 9,"7 * 9 = 63 (left: 5 7 63)
",7 * 9 = 63 (left: 5 7 63),*
4 5 7 9,"9 + 5 = 14 (left: 7 9 14)
",9 + 5 = 14 (left: 7 9 14),+
"9 - 5 = 4 (left: 4 7 9)
","9 - 5 = 4 (left: 4 7 9)
4 + 7 = 11 (left: 9 11)
",4 + 7 = 11 (left: 9 11),+
"9 - 5 = 4 (left: 4 7 9)
","9 - 5 = 4 (left: 4 7 9)
7 + 9 = 16 (left: 4 16)
",7 + 9 = 16 (left: 4 16),+
"9 - 5 = 4 (left: 4 7 9)
","9 - 5 = 4 (left: 4 7 9)
4 / 7 = 0.571 (left: 9 0.571)
",4 / 7 = 0.571 (left: 9 0.571),/
"9 - 5 = 4 (left: 4 7 9)
","9 - 5 = 4 (left: 4 7 9)
7 / 9 = 0.778 (left: 4 0.778)
",7 / 9 = 0.778 (left: 4 0.778),/
"9 - 5 = 4 (left: 4 7 9)
","9 - 5 = 4 (left: 4 7 9)
9 + 4 = 13 (left: 7 13)
",9 + 4 = 13 (left: 7 13),+
"9 - 5 = 4 (left: 4 7 9)
","9 - 5 = 4 (left: 4 7 9)
4 * 7 = 28 (left: 9 28)
",4 * 7 = 28 (left: 9 28),*
"9 - 5 = 4 (left: 4 7 9)
","9 - 5 = 4 (left: 4 7 9)
7 - 4 = 3 (left: 3 9)
",7 - 4 = 3 (left: 3 9),-
"9 - 5 = 4 (left: 4 7 9)
","9 - 5 = 4 (left: 4 7 9)
9 - 7 = 2 (left: 4 2)
",9 - 7 = 2 (left: 4 2),-
"7 + 4 = 11 (left: 5 9 11)
","7 + 4 = 11 (left: 5 9 11)
5 + 9 = 14 (left: 11 14)
",5 + 9 = 14 (left: 11 14),+
"7 + 4 = 11 (left: 5 9 11)
","7 + 4 = 11 (left: 5 9 11)
9 + 11 = 20 (left: 5 20)
",9 + 11 = 20 (left: 5 20),+
"7 + 4 = 11 (left: 5 9 11)
","7 + 4 = 11 (left: 5 9 11)
5 * 9 = 45 (left: 11 45)
",5 * 9 = 45 (left: 11 45),*
"7 + 4 = 11 (left: 5 9 11)
","7 + 4 = 11 (left: 5 9 11)
9 * 11 = 99 (left: 5 99)
",9 * 11 = 99 (left: 5 99),*
"7 + 4 = 11 (left: 5 9 11)
","7 + 4 = 11 (left: 5 9 11)
9 - 5 = 4 (left: 4 11)
",9 - 5 = 4 (left: 4 11),-
"7 + 4 = 11 (left: 5 9 11)
","7 + 4 = 11 (left: 5 9 11)
11 - 5 = 6 (left: 6 9)
",11 - 5 = 6 (left: 6 9),-
"7 + 4 = 11 (left: 5 9 11)
","7 + 4 = 11 (left: 5 9 11)
11 / 5 = 2.2 (left: 2.2 9)
",11 / 5 = 2.2 (left: 2.2 9),/
"7 + 4 = 11 (left: 5 9 11)
","7 + 4 = 11 (left: 5 9 11)
5 - 9 = -4 (left: -4 11)
",5 - 9 = -4 (left: -4 11),-
"7 + 4 = 11 (left: 5 9 11)
","7 + 4 = 11 (left: 5 9 11)
11 - 9 = 2 (left: 2 5)
",11 - 9 = 2 (left: 2 5),-
"7 + 4 = 11 (left: 5 9 11)
","7 + 4 = 11 (left: 5 9 11)
11 / 9 = 1.222 (left: 1.222 5)
",11 / 9 = 1.222 (left: 1.222 5),/
"7 + 4 = 11 (left: 5 9 11)
","7 + 4 = 11 (left: 5 9 11)
Input: 3 7 7 12
",Input: 3 7 7 12,
"7 + 4 = 11 (left: 5 9 11)
","7 + 4 = 11 (left: 5 9 11)
Possible next steps:
",Possible next steps:,
"7 + 4 = 11 (left: 5 9 11)
","7 + 4 = 11 (left: 5 9 11)
3 + 7 = 10 (left: 7 10 12)
",3 + 7 = 10 (left: 7 10 12),+
"7 + 4 = 11 (left: 5 9 11)
","7 + 4 = 11 (left: 5 9 11)
7 / 3 = 2.333 (left: 2.333 7 12)
",7 / 3 = 2.333 (left: 2.333 7 12),/
"7 + 4 = 11 (left: 5 9 11)
","7 + 4 = 11 (left: 5 9 11)
7 + 12 = 19 (left: 3 7 19)
",7 + 12 = 19 (left: 3 7 19),+
"7 + 4 = 11 (left: 5 9 11)
","7 + 4 = 11 (left: 5 9 11)
3 * 7 = 21 (left: 7 12 21)
",3 * 7 = 21 (left: 7 12 21),*
"7 + 4 = 11 (left: 5 9 11)
","7 + 4 = 11 (left: 5 9 11)
7 - 3 = 4 (left: 4 7 12)
",7 - 3 = 4 (left: 4 7 12),-
"7 + 4 = 11 (left: 5 9 11)
","7 + 4 = 11 (left: 5 9 11)
12 - 7 = 5 (left: 3 5 7)
",12 - 7 = 5 (left: 3 5 7),-
"7 + 4 = 11 (left: 5 9 11)
","7 + 4 = 11 (left: 5 9 11)
12 / 7 = 1.714 (left: 1.714 7 12)
",12 / 7 = 1.714 (left: 1.714 7 12),/
"7 + 4 = 11 (left: 5 9 11)
","7 + 4 = 11 (left: 5 9 11)
12 - 3 = 9 (left: 7 7 9)
",12 - 3 = 9 (left: 7 7 9),-
"7 * 9 = 63 (left: 5 7 63)
","7 * 9 = 63 (left: 5 7 63)
5 + 7 = 12 (left: 12 63)
",5 + 7 = 12 (left: 12 63),+
"7 * 9 = 63 (left: 5 7 63)
","7 * 9 = 63 (left: 5 7 63)
7 - 5 = 2 (left: 2 63)
",7 - 5 = 2 (left: 2 63),-
"7 * 9 = 63 (left: 5 7 63)
","7 * 9 = 63 (left: 5 7 63)
5 * 7 = 35 (left: 35 63)
",5 * 7 = 35 (left: 35 63),*
