id,node_id,step,value
4 5 7 9,n574,0,
"4 + 5 = 9 (left: 7 9 9)
",n575,1,1.002
"4 * 5 = 20 (left: 7 9 20)
",n576,1,0.003
"7 - 4 = 3 (left: 3 5 9)
",n577,1,1.002
"9 - 5 = 4 (left: 4 7 9)
",n578,1,3.0
"7 + 4 = 11 (left: 5 9 11)
",n579,1,2.001
"5 * 7 = 35 (left: 9 35 9)
",n580,1,1.002
"7 * 9 = 63 (left: 5 7 63)
",n581,1,2.001
"9 + 5 = 14 (left: 7 9 14)
",n582,1,0.003
"9 - 5 = 4 (left: 4 7 9)
4 + 7 = 11 (left: 9 11)
",n583,2,2.0
"9 - 5 = 4 (left: 4 7 9)
7 + 9 = 16 (left: 4 16)
",n584,2,3.0
"9 - 5 = 4 (left: 4 7 9)
4 / 7 = 0.571 (left: 9 0.571)
",n585,2,2.0
"9 - 5 = 4 (left: 4 7 9)
7 / 9 = 0.778 (left: 4 0.778)
",n586,2,2.001
"9 - 5 = 4 (left: 4 7 9)
9 + 4 = 13 (left: 7 13)
",n587,2,1.002
"9 - 5 = 4 (left: 4 7 9)
4 * 7 = 28 (left: 9 28)
",n588,2,0.003
"9 - 5 = 4 (left: 4 7 9)
7 - 4 = 3 (left: 3 9)
",n589,2,1.001
"9 - 5 = 4 (left: 4 7 9)
9 - 7 = 2 (left: 4 2)
",n590,2,2.001
"7 + 4 = 11 (left: 5 9 11)
5 + 9 = 14 (left: 11 14)
",n591,2,0.003
"7 + 4 = 11 (left: 5 9 11)
9 + 11 = 20 (left: 5 20)
",n592,2,0.003
"7 + 4 = 11 (left: 5 9 11)
5 * 9 = 45 (left: 11 45)
",n593,2,0.0
"7 + 4 = 11 (left: 5 9 11)
9 * 11 = 99 (left: 5 99)
",n594,2,2.001
"7 + 4 = 11 (left: 5 9 11)
9 - 5 = 4 (left: 4 11)
",n595,2,2.0
"7 + 4 = 11 (left: 5 9 11)
11 - 5 = 6 (left: 6 9)
",n596,2,2.001
"7 + 4 = 11 (left: 5 9 11)
11 / 5 = 2.2 (left: 2.2 9)
",n597,2,0.002
"7 + 4 = 11 (left: 5 9 11)
5 - 9 = -4 (left: -4 11)
",n598,2,3.0
"7 + 4 = 11 (left: 5 9 11)
11 - 9 = 2 (left: 2 5)
",n599,2,2.001
