Source,Target,last_formula,operator
null,3 3 7 12,,
3 3 7 12,"3 + 3 = 6 (left: 6 7 12)
",3 + 3 = 6 (left: 6 7 12),+
3 3 7 12,"3 / 3 = 1 (left: 1 7 12)
",3 / 3 = 1 (left: 1 7 12),/
3 3 7 12,"7 + 3 = 10 (left: 3 10 12)
",7 + 3 = 10 (left: 3 10 12),+
3 3 7 12,"3 * 3 = 9 (left: 7 9 12)
",3 * 3 = 9 (left: 7 9 12),*
3 3 7 12,"7 - 3 = 4 (left: 4 7 12)
",7 - 3 = 4 (left: 4 7 12),-
3 3 7 12,"12 - 3 = 9 (left: 3 7 9)
",12 - 3 = 9 (left: 3 7 9),-
3 3 7 12,"12 / 3 = 4 (left: 4 7 4)
",12 / 3 = 4 (left: 4 7 4),/
3 3 7 12,"12 - 7 = 5 (left: 3 5 7)
",12 - 7 = 5 (left: 3 5 7),-
"12 - 3 = 9 (left: 3 7 9)
","12 - 3 = 9 (left: 3 7 9)
3 + 7 = 10 (left: 9 10)
",3 + 7 = 10 (left: 9 10),+
"12 - 3 = 9 (left: 3 7 9)
","12 - 3 = 9 (left: 3 7 9)
7 - 3 = 4 (left: 4 9)
",7 - 3 = 4 (left: 4 9),-
"12 - 3 = 9 (left: 3 7 9)
","12 - 3 = 9 (left: 3 7 9)
3 * 7 = 21 (left: 9 21)
",3 * 7 = 21 (left: 9 21),*
"12 - 3 = 9 (left: 3 7 9)
","12 - 3 = 9 (left: 3 7 9)
9 + 3 = 12 (left: 7 12)
",9 + 3 = 12 (left: 7 12),+
"12 - 3 = 9 (left: 3 7 9)
","12 - 3 = 9 (left: 3 7 9)
7 / 3 = 2 (left: 2 9)
",7 / 3 = 2 (left: 2 9),/
"12 - 3 = 9 (left: 3 7 9)
","12 - 3 = 9 (left: 3 7 9)
9 - 7 = 2 (left: 3 2)
",9 - 7 = 2 (left: 3 2),-
"12 - 3 = 9 (left: 3 7 9)
","12 - 3 = 9 (left: 3 7 9)
9 / 3 = 3 (left: 7 3)
",9 / 3 = 3 (left: 7 3),/
"12 / 3 = 4 (left: 4 7 4)
","12 / 3 = 4 (left: 4 7 4)
4 + 7 = 11 (left: 4 11)
",4 + 7 = 11 (left: 4 11),+
"12 / 3 = 4 (left: 4 7 4)
","12 / 3 = 4 (left: 4 7 4)
7 - 4 = 3 (left: 3 4)
",7 - 4 = 3 (left: 3 4),-
"12 / 3 = 4 (left: 4 7 4)
","12 / 3 = 4 (left: 4 7 4)
4 * 7 = 28 (left: 4 28)
",4 * 7 = 28 (left: 4 28),*
"12 / 3 = 4 (left: 4 7 4)
","12 / 3 = 4 (left: 4 7 4)
7 / 4 = 1.75 (left: 1.75 4)
",7 / 4 = 1.75 (left: 1.75 4),/
"12 - 7 = 5 (left: 3 5 7)
","12 - 7 = 5 (left: 3 5 7)
3 + 5 = 8 (left: 7 8)
",3 + 5 = 8 (left: 7 8),+
"12 - 7 = 5 (left: 3 5 7)
","12 - 7 = 5 (left: 3 5 7)
5 + 7 = 12 (left: 3 12)
",5 + 7 = 12 (left: 3 12),+
"12 - 7 = 5 (left: 3 5 7)
","12 - 7 = 5 (left: 3 5 7)
3 * 5 = 15 (left: 7 15)
",3 * 5 = 15 (left: 7 15),*
"12 - 7 = 5 (left: 3 5 7)
","12 - 7 = 5 (left: 3 5 7)
7 - 3 = 4 (left: 4 5)
",7 - 3 = 4 (left: 4 5),-
"12 - 7 = 5 (left: 3 5 7)
","12 - 7 = 5 (left: 3 5 7)
7 + 5 = 12 (left: 3 12)
",7 + 5 = 12 (left: 3 12),+
"12 - 7 = 5 (left: 3 5 7)
","12 - 7 = 5 (left: 3 5 7)
3 + 7 = 10 (left: 5 10)
",3 + 7 = 10 (left: 5 10),+
"12 - 7 = 5 (left: 3 5 7)
","12 - 7 = 5 (left: 3 5 7)
5 * 7 = 35 (left: 3 35)
",5 * 7 = 35 (left: 3 35),*
"12 - 7 = 5 (left: 3 5 7)
","12 - 7 = 5 (left: 3 5 7)
7 - 5 = 2 (left: 2 5)
",7 - 5 = 2 (left: 2 5),-
"12 - 7 = 5 (left: 3 5 7)
","12 - 7 = 5 (left: 3 5 7)
5 - 3 = 2 (left: 2 7)
",5 - 3 = 2 (left: 2 7),-
"12 - 7 = 5 (left: 3 5 7)
","12 - 7 = 5 (left: 3 5 7)
7 * 5 = 35 (left: 3 35)
",7 * 5 = 35 (left: 3 35),*
"12 - 7 = 5 (left: 3 5 7)
","12 - 7 = 5 (left: 3 5 7)
7 / 3 = 2 (left: 2 5)
",7 / 3 = 2 (left: 2 5),/
"12 - 7 = 5 (left: 3 5 7)
","12 - 7 = 5 (left: 3 5 7)
5 / 3 = 1 (left: 1 7)
",5 / 3 = 1 (left: 1 7),/
"12 - 7 = 5 (left: 3 5 7)
","12 - 7 = 5 (left: 3 5 7)
3 - 5 = -2 (left: -2 7)
",3 - 5 = -2 (left: -2 7),-
"12 - 7 = 5 (left: 3 5 7)
","12 - 7 = 5 (left: 3 5 7)
7 / 5 = 1 (left: 3 1)
",7 / 5 = 1 (left: 3 1),/
"12 - 7 = 5 (left: 3 5 7)
","12 - 7 = 5 (left: 3 5 7)
5 - 7 = -2 (left: -2 5)
",5 - 7 = -2 (left: -2 5),-
"12 - 7 = 5 (left: 3 5 7)
","12 - 7 = 5 (left: 3 5 7)
3 - 7 = -4 (left: -4 5)
",3 - 7 = -4 (left: -4 5),-
"12 - 7 = 5 (left: 3 5 7)
","12 - 7 = 5 (left: 3 5 7)
7 * 3 = 21 (left: 5 21)
",7 * 3 = 21 (left: 5 21),*
"12 - 7 = 5 (left: 3 5 7)
","12 - 7 = 5 (left: 3 5 7)
3 / 5 = 0 (left: 0 7)
",3 / 5 = 0 (left: 0 7),/
"12 - 7 = 5 (left: 3 5 7)
","12 - 7 = 5 (left: 3 5 7)
5 / 7 = 0 (left: 3 0)
",5 / 7 = 0 (left: 3 0),/
"12 / 3 = 4 (left: 4 7 4)
4 * 7 = 28 (left: 4 28)
","12 / 3 = 4 (left: 4 7 4)
4 * 7 = 28 (left: 4 28)
4 + 28 = 32 (left: 32)
",4 + 28 = 32 (left: 32),+
