id,node_id,step,value
3 3 7 12,n508,0,
"3 + 3 = 6 (left: 6 7 12)
",n509,1,0.003
"3 / 3 = 1 (left: 1 7 12)
",n510,1,1.002
"7 + 3 = 10 (left: 3 10 12)
",n511,1,2.001
"3 * 3 = 9 (left: 7 9 12)
",n512,1,1.002
"7 - 3 = 4 (left: 4 7 12)
",n513,1,2.001
"12 - 3 = 9 (left: 3 7 9)
",n514,1,3.0
"12 / 3 = 4 (left: 4 7 4)
",n515,1,3.0
"12 - 7 = 5 (left: 3 5 7)
",n516,1,3.0
"12 - 3 = 9 (left: 3 7 9)
3 + 7 = 10 (left: 9 10)
",n517,2,3.0
"12 - 3 = 9 (left: 3 7 9)
7 - 3 = 4 (left: 4 9)
",n518,2,3.0
"12 - 3 = 9 (left: 3 7 9)
3 * 7 = 21 (left: 9 21)
",n519,2,1.002
"12 - 3 = 9 (left: 3 7 9)
9 + 3 = 12 (left: 7 12)
",n520,2,2.001
"12 - 3 = 9 (left: 3 7 9)
7 / 3 = 2 (left: 2 9)
",n521,2,1.002
"12 - 3 = 9 (left: 3 7 9)
9 - 7 = 2 (left: 3 2)
",n522,2,2.001
"12 - 3 = 9 (left: 3 7 9)
9 / 3 = 3 (left: 7 3)
",n523,2,1.002
"12 / 3 = 4 (left: 4 7 4)
4 + 7 = 11 (left: 4 11)
",n524,2,2.0
"12 / 3 = 4 (left: 4 7 4)
7 - 4 = 3 (left: 3 4)
",n525,2,3.0
"12 / 3 = 4 (left: 4 7 4)
4 * 7 = 28 (left: 4 28)
",n526,2,60.0
"12 / 3 = 4 (left: 4 7 4)
7 / 4 = 1.75 (left: 1.75 4)
",n527,2,3.0
"12 - 7 = 5 (left: 3 5 7)
3 + 5 = 8 (left: 7 8)
",n528,2,2.001
"12 - 7 = 5 (left: 3 5 7)
5 + 7 = 12 (left: 3 12)
",n529,2,1.002
"12 - 7 = 5 (left: 3 5 7)
3 * 5 = 15 (left: 7 15)
",n530,2,2.001
"12 - 7 = 5 (left: 3 5 7)
7 - 3 = 4 (left: 4 5)
",n531,2,3.0
"12 - 7 = 5 (left: 3 5 7)
7 + 5 = 12 (left: 3 12)
",n532,2,1.002
"12 - 7 = 5 (left: 3 5 7)
3 + 7 = 10 (left: 5 10)
",n533,2,3.0
"12 - 7 = 5 (left: 3 5 7)
5 * 7 = 35 (left: 3 35)
",n534,2,1.002
"12 - 7 = 5 (left: 3 5 7)
7 - 5 = 2 (left: 2 5)
",n535,2,2.001
"12 - 7 = 5 (left: 3 5 7)
5 - 3 = 2 (left: 2 7)
",n536,2,3.0
"12 - 7 = 5 (left: 3 5 7)
7 * 5 = 35 (left: 3 35)
",n537,2,1.002
"12 - 7 = 5 (left: 3 5 7)
7 / 3 = 2 (left: 2 5)
",n538,2,2.001
"12 - 7 = 5 (left: 3 5 7)
5 / 3 = 1 (left: 1 7)
",n539,2,3.0
"12 - 7 = 5 (left: 3 5 7)
3 - 5 = -2 (left: -2 7)
",n540,2,3.0
