Source,Target,last_formula,operator
null,1 5 10 11,,
1 5 10 11,"1 + 5 = 6 (left: 6 10 11)
",1 + 5 = 6 (left: 6 10 11),+
1 5 10 11,"1 * 5 = 5 (left: 5 10 11)
",1 * 5 = 5 (left: 5 10 11),*
1 5 10 11,"5 + 10 = 15 (left: 1 15 11)
",5 + 10 = 15 (left: 1 15 11),+
1 5 10 11,"10 + 1 = 11 (left: 5 10 11)
",10 + 1 = 11 (left: 5 10 11),+
1 5 10 11,"11 - 1 = 10 (left: 5 10 10)
",11 - 1 = 10 (left: 5 10 10),-
1 5 10 11,"11 - 5 = 6 (left: 1 5 6)
",11 - 5 = 6 (left: 1 5 6),-
1 5 10 11,"10 - 1 = 9 (left: 5 9 11)
",10 - 1 = 9 (left: 5 9 11),-
1 5 10 11,"10 - 5 = 5 (left: 1 5 5)
",10 - 5 = 5 (left: 1 5 5),-
1 5 10 11,"10 / 1 = 10 (left: 5 10 11)
",10 / 1 = 10 (left: 5 10 11),/
1 5 10 11,"10 / 5 = 2 (left: 1 2 11)
",10 / 5 = 2 (left: 1 2 11),/
"1 * 5 = 5 (left: 5 10 11)
","1 * 5 = 5 (left: 5 10 11)
5 + 10 = 15 (left: 11 15)
",5 + 10 = 15 (left: 11 15),+
"1 * 5 = 5 (left: 5 10 11)
","1 * 5 = 5 (left: 5 10 11)
10 + 5 = 15 (left: 11 15)
",10 + 5 = 15 (left: 11 15),+
"1 * 5 = 5 (left: 5 10 11)
","1 * 5 = 5 (left: 5 10 11)
5 * 10 = 50 (left: 11 50)
",5 * 10 = 50 (left: 11 50),*
"1 * 5 = 5 (left: 5 10 11)
","1 * 5 = 5 (left: 5 10 11)
10 * 5 = 50 (left: 11 50)
",10 * 5 = 50 (left: 11 50),*
"1 * 5 = 5 (left: 5 10 11)
","1 * 5 = 5 (left: 5 10 11)
10 - 5 = 5 (left: 5 11)
",10 - 5 = 5 (left: 5 11),-
"1 * 5 = 5 (left: 5 10 11)
","1 * 5 = 5 (left: 5 10 11)
11 - 5 = 6 (left: 6 10)
",11 - 5 = 6 (left: 6 10),-
"1 * 5 = 5 (left: 5 10 11)
","1 * 5 = 5 (left: 5 10 11)
10 - 11 = -1 (left: -1 10)
",10 - 11 = -1 (left: -1 10),-
"1 * 5 = 5 (left: 5 10 11)
","1 * 5 = 5 (left: 5 10 11)
11 - 10 = 1 (left: 1 10)
",11 - 10 = 1 (left: 1 10),-
"1 * 5 = 5 (left: 5 10 11)
","1 * 5 = 5 (left: 5 10 11)
5 / 10 = 0.5 (left: 11 0.5)
",5 / 10 = 0.5 (left: 11 0.5),/
"1 * 5 = 5 (left: 5 10 11)
","1 * 5 = 5 (left: 5 10 11)
10 / 5 = 2 (left: 11 2)
",10 / 5 = 2 (left: 11 2),/
"10 + 1 = 11 (left: 5 10 11)
","10 + 1 = 11 (left: 5 10 11)
5 + 10 = 15 (left: 11 15)
",5 + 10 = 15 (left: 11 15),+
