id,node_id,step,value
7 9 9 13,n1590,0,
"7 + 9 = 16 (left: 9 9 13)
",n1591,1,0.003
"9 + 7 = 16 (left: 9 13 16)
",n1592,1,0.003
"7 * 9 = 63 (left: 9 9 63)
",n1593,1,0.003
"9 * 7 = 63 (left: 9 13 63)
",n1594,1,0.003
"9 - 7 = 2 (left: 2 9 13)
",n1595,1,0
"7 - 9 = -2 (left: -2 9 13)
",n1596,1,22.0
"9 / 7 = 1.2857 (left: 1.2857 9 13)
",n1597,1,2.001
"9 - 7 = 2 (left: 2 9 13)
2 + 9 = 11 (left: 11 13)
",n1598,2,40.001
"9 - 7 = 2 (left: 2 9 13)
9 - 2 = 7 (left: 7 13)
",n1599,2,1.002
"9 - 7 = 2 (left: 2 9 13)
13 - 2 = 11 (left: 9 11)
",n1600,2,2.0
"9 - 7 = 2 (left: 2 9 13)
2 * 9 = 18 (left: 13 18)
",n1601,2,0.003
"9 - 7 = 2 (left: 2 9 13)
9 / 2 = 4.5 (left: 4.5 13)
",n1602,2,2.001
"9 - 7 = 2 (left: 2 9 13)
13 + 2 = 15 (left: 9 15)
",n1603,2,60.0
"9 - 7 = 2 (left: 2 9 13)
Input: 5 12 8
",n1604,2,0.003
"9 - 7 = 2 (left: 2 9 13)
Possible next steps:
",n1605,2,0.003
"9 - 7 = 2 (left: 2 9 13)
5 + 12 = 17 (left: 8 17)
",n1606,2,0.003
"9 - 7 = 2 (left: 2 9 13)
12 - 5 = 7 (left: 7 8)
",n1607,2,2.001
"9 - 7 = 2 (left: 2 9 13)
8 + 5 = 13 (left: 12 13)
",n1608,2,0.003
"9 - 7 = 2 (left: 2 9 13)
5 * 12 = 60 (left: 8 60)
",n1609,2,2.0
"9 - 7 = 2 (left: 2 9 13)
12 / 5 = 2.4 (left: 2.4 8)
",n1610,2,1.002
"9 - 7 = 2 (left: 2 9 13)
8 - 5 = 3 (left: 3 8)
",n1611,2,3.0
"9 - 7 = 2 (left: 2 9 13)
12 - 8 = 4 (left: 5 4)
",n1612,2,3.0
"7 - 9 = -2 (left: -2 9 13)
-2 + 9 = 7 (left: 7 13)
",n1613,2,1.002
