Source,Target,last_formula,operator
null,7 9 9 13,,
7 9 9 13,"7 + 9 = 16 (left: 9 9 13)
",7 + 9 = 16 (left: 9 9 13),+
7 9 9 13,"9 + 7 = 16 (left: 9 13 16)
",9 + 7 = 16 (left: 9 13 16),+
7 9 9 13,"7 * 9 = 63 (left: 9 9 63)
",7 * 9 = 63 (left: 9 9 63),*
7 9 9 13,"9 * 7 = 63 (left: 9 13 63)
",9 * 7 = 63 (left: 9 13 63),*
7 9 9 13,"9 - 7 = 2 (left: 2 9 13)
",9 - 7 = 2 (left: 2 9 13),-
7 9 9 13,"7 - 9 = -2 (left: -2 9 13)
",7 - 9 = -2 (left: -2 9 13),-
7 9 9 13,"9 / 7 = 1.2857 (left: 1.2857 9 13)
",9 / 7 = 1.2857 (left: 1.2857 9 13),/
"9 - 7 = 2 (left: 2 9 13)
","9 - 7 = 2 (left: 2 9 13)
2 + 9 = 11 (left: 11 13)
",2 + 9 = 11 (left: 11 13),+
"9 - 7 = 2 (left: 2 9 13)
","9 - 7 = 2 (left: 2 9 13)
9 - 2 = 7 (left: 7 13)
",9 - 2 = 7 (left: 7 13),-
"9 - 7 = 2 (left: 2 9 13)
","9 - 7 = 2 (left: 2 9 13)
13 - 2 = 11 (left: 9 11)
",13 - 2 = 11 (left: 9 11),-
"9 - 7 = 2 (left: 2 9 13)
","9 - 7 = 2 (left: 2 9 13)
2 * 9 = 18 (left: 13 18)
",2 * 9 = 18 (left: 13 18),*
"9 - 7 = 2 (left: 2 9 13)
","9 - 7 = 2 (left: 2 9 13)
9 / 2 = 4.5 (left: 4.5 13)
",9 / 2 = 4.5 (left: 4.5 13),/
"9 - 7 = 2 (left: 2 9 13)
","9 - 7 = 2 (left: 2 9 13)
13 + 2 = 15 (left: 9 15)
",13 + 2 = 15 (left: 9 15),+
"9 - 7 = 2 (left: 2 9 13)
","9 - 7 = 2 (left: 2 9 13)
Input: 5 12 8
",Input: 5 12 8,
"9 - 7 = 2 (left: 2 9 13)
","9 - 7 = 2 (left: 2 9 13)
Possible next steps:
",Possible next steps:,
"9 - 7 = 2 (left: 2 9 13)
","9 - 7 = 2 (left: 2 9 13)
5 + 12 = 17 (left: 8 17)
",5 + 12 = 17 (left: 8 17),+
"9 - 7 = 2 (left: 2 9 13)
","9 - 7 = 2 (left: 2 9 13)
12 - 5 = 7 (left: 7 8)
",12 - 5 = 7 (left: 7 8),-
"9 - 7 = 2 (left: 2 9 13)
","9 - 7 = 2 (left: 2 9 13)
8 + 5 = 13 (left: 12 13)
",8 + 5 = 13 (left: 12 13),+
"9 - 7 = 2 (left: 2 9 13)
","9 - 7 = 2 (left: 2 9 13)
5 * 12 = 60 (left: 8 60)
",5 * 12 = 60 (left: 8 60),*
"9 - 7 = 2 (left: 2 9 13)
","9 - 7 = 2 (left: 2 9 13)
12 / 5 = 2.4 (left: 2.4 8)
",12 / 5 = 2.4 (left: 2.4 8),/
"9 - 7 = 2 (left: 2 9 13)
","9 - 7 = 2 (left: 2 9 13)
8 - 5 = 3 (left: 3 8)
",8 - 5 = 3 (left: 3 8),-
"9 - 7 = 2 (left: 2 9 13)
","9 - 7 = 2 (left: 2 9 13)
12 - 8 = 4 (left: 5 4)
",12 - 8 = 4 (left: 5 4),-
"7 - 9 = -2 (left: -2 9 13)
","7 - 9 = -2 (left: -2 9 13)
-2 + 9 = 7 (left: 7 13)
",-2 + 9 = 7 (left: 7 13),-
"7 - 9 = -2 (left: -2 9 13)
","7 - 9 = -2 (left: -2 9 13)
9 - (-2) = 11 (left: 11 13)
",9 - (-2) = 11 (left: 11 13),-
"7 - 9 = -2 (left: -2 9 13)
","7 - 9 = -2 (left: -2 9 13)
13 - 9 = 4 (left: -2 4)
",13 - 9 = 4 (left: -2 4),-
"7 - 9 = -2 (left: -2 9 13)
","7 - 9 = -2 (left: -2 9 13)
-2 * 9 = -18 (left: -18 13)
",-2 * 9 = -18 (left: -18 13),-
"7 - 9 = -2 (left: -2 9 13)
","7 - 9 = -2 (left: -2 9 13)
9 / (-2) = -4.5 (left: -4.5 13)
",9 / (-2) = -4.5 (left: -4.5 13),/
"7 - 9 = -2 (left: -2 9 13)
","7 - 9 = -2 (left: -2 9 13)
13 + (-2) = 11 (left: 9 11)
",13 + (-2) = 11 (left: 9 11),+
