Source,Target,last_formula,operator
null,5 6 8 12,,
5 6 8 12,"5 + 6 = 11 (left: 8 11 12)
",5 + 6 = 11 (left: 8 11 12),+
5 6 8 12,"5 / 6 = 0.833 (left: 0.833 6 8 12)
",5 / 6 = 0.833 (left: 0.833 6 8 12),/
5 6 8 12,"5 * 6 = 30 (left: 8 12 30)
",5 * 6 = 30 (left: 8 12 30),*
5 6 8 12,"5 - 6 = -1 (left: -1 6 8 12)
",5 - 6 = -1 (left: -1 6 8 12),-
5 6 8 12,"6 + 8 = 14 (left: 5 14 12)
",6 + 8 = 14 (left: 5 14 12),+
5 6 8 12,"6 / 8 = 0.75 (left: 0.75 8 12)
",6 / 8 = 0.75 (left: 0.75 8 12),/
5 6 8 12,"6 * 8 = 48 (left: 5 12 48)
",6 * 8 = 48 (left: 5 12 48),*
5 6 8 12,"6 - 8 = -2 (left: -2 8 12)
",6 - 8 = -2 (left: -2 8 12),-
5 6 8 12,"8 + 12 = 20 (left: 5 6 20)
",8 + 12 = 20 (left: 5 6 20),+
5 6 8 12,"8 / 12 = 0.667 (left: 0.667 6 8 12)
",8 / 12 = 0.667 (left: 0.667 6 8 12),/
5 6 8 12,"8 * 12 = 96 (left: 5 6 96)
",8 * 12 = 96 (left: 5 6 96),*
5 6 8 12,"8 - 12 = -4 (left: -4 6 8 12)
",8 - 12 = -4 (left: -4 6 8 12),-
5 6 8 12,"12 + 5 = 17 (left: 6 8 17)
",12 + 5 = 17 (left: 6 8 17),+
5 6 8 12,"12 / 5 = 2.4 (left: 2.4 6 8 12)
",12 / 5 = 2.4 (left: 2.4 6 8 12),/
5 6 8 12,"12 * 5 = 60 (left: 6 8 60)
",12 * 5 = 60 (left: 6 8 60),*
5 6 8 12,"12 - 5 = 7 (left: 7 8 12)
",12 - 5 = 7 (left: 7 8 12),-
"5 - 6 = -1 (left: -1 6 8 12)
","5 - 6 = -1 (left: -1 6 8 12)
-1 + 6 = 5 (left: 5 8 12)
",-1 + 6 = 5 (left: 5 8 12),-
"5 - 6 = -1 (left: -1 6 8 12)
","5 - 6 = -1 (left: -1 6 8 12)
6 - (-1) = 7 (left: 7 8 12)
",6 - (-1) = 7 (left: 7 8 12),-
"5 - 6 = -1 (left: -1 6 8 12)
","5 - 6 = -1 (left: -1 6 8 12)
-1 * 6 = -6 (left: -6 8 12)
",-1 * 6 = -6 (left: -6 8 12),-
"5 - 6 = -1 (left: -1 6 8 12)
","5 - 6 = -1 (left: -1 6 8 12)
6 + 8 = 14 (left: -1 14 12)
",6 + 8 = 14 (left: -1 14 12),+
