id,node_id,step,value
5 6 8 12,n1836,0,
"5 + 6 = 11 (left: 8 11 12)
",n1837,1,0.003
"5 / 6 = 0.833 (left: 0.833 6 8 12)
",n1838,1,1.0
"5 * 6 = 30 (left: 8 12 30)
",n1839,1,0.003
"5 - 6 = -1 (left: -1 6 8 12)
",n1840,1,20.002
"6 + 8 = 14 (left: 5 14 12)
",n1841,1,0.003
"6 / 8 = 0.75 (left: 0.75 8 12)
",n1842,1,1.002
"6 * 8 = 48 (left: 5 12 48)
",n1843,1,0.003
"6 - 8 = -2 (left: -2 8 12)
",n1844,1,1.002
"8 + 12 = 20 (left: 5 6 20)
",n1845,1,0.003
"8 / 12 = 0.667 (left: 0.667 6 8 12)
",n1846,1,3.0
"8 * 12 = 96 (left: 5 6 96)
",n1847,1,3.0
"8 - 12 = -4 (left: -4 6 8 12)
",n1848,1,2.001
"12 + 5 = 17 (left: 6 8 17)
",n1849,1,1.002
"12 / 5 = 2.4 (left: 2.4 6 8 12)
",n1850,1,0.003
"12 * 5 = 60 (left: 6 8 60)
",n1851,1,1.001
"12 - 5 = 7 (left: 7 8 12)
",n1852,1,0.003
"5 - 6 = -1 (left: -1 6 8 12)
-1 + 6 = 5 (left: 5 8 12)
",n1853,2,1.002
"5 - 6 = -1 (left: -1 6 8 12)
6 - (-1) = 7 (left: 7 8 12)
",n1854,2,0.003
"5 - 6 = -1 (left: -1 6 8 12)
-1 * 6 = -6 (left: -6 8 12)
",n1855,2,41.0
"5 - 6 = -1 (left: -1 6 8 12)
6 + 8 = 14 (left: -1 14 12)
",n1856,2,1.002
"5 - 6 = -1 (left: -1 6 8 12)
8 - 6 = 2 (left: -1 2 12)
",n1857,2,0.003
"5 - 6 = -1 (left: -1 6 8 12)
12 - (-1) = 13 (left: 6 8 13)
",n1858,2,1.002
"5 - 6 = -1 (left: -1 6 8 12)
-1 + 8 = 7 (left: 7 12 13)
",n1859,2,0.003
"5 - 6 = -1 (left: -1 6 8 12)
8 / (-1) = -8 (left: -8 12 13)
",n1860,2,1.002
"8 / 12 = 0.667 (left: 0.667 6 8 12)
0.667 + 6 = 6.667 (left: 6.667 8 12)
",n1861,2,1.002
"8 / 12 = 0.667 (left: 0.667 6 8 12)
6 / 0.667 = 9.009 (left: 9.009 8 12)
",n1862,2,2.001
"8 / 12 = 0.667 (left: 0.667 6 8 12)
12 - 6 = 6 (left: 0.667 6 8)
",n1863,2,3.0
"8 / 12 = 0.667 (left: 0.667 6 8 12)
6 * 0.667 = 4 (left: 4 8 12)
",n1864,2,60.0
"8 / 12 = 0.667 (left: 0.667 6 8 12)
8 + 0.667 = 8.667 (left: 6 8.667 12)
",n1865,2,2.001
"8 / 12 = 0.667 (left: 0.667 6 8 12)
12 - 0.667 = 11.333 (left: 0.667 6 11.333)
",n1866,2,1.002
"8 / 12 = 0.667 (left: 0.667 6 8 12)
12 / 6 = 2 (left: 0.667 2 8)
",n1867,2,21.001
"8 * 12 = 96 (left: 5 6 96)
5 + 6 = 11 (left: 11 96)
",n1868,2,0.003
"8 * 12 = 96 (left: 5 6 96)
6 * 5 = 30 (left: 30 96)
",n1869,2,0.003
"8 * 12 = 96 (left: 5 6 96)
96 - 5 = 91 (left: 6 91)
",n1870,2,0.0
"8 * 12 = 96 (left: 5 6 96)
96 - 6 = 90 (left: 5 90)
",n1871,2,22.0
"8 * 12 = 96 (left: 5 6 96)
5 * 6 = 30 (left: 30 96)
",n1872,2,0.003
"8 * 12 = 96 (left: 5 6 96)
6 + 5 = 11 (left: 11 96)
",n1873,2,0.003
