id,node_id,step,value
1 1 11 11,n0,0,
"1 + 1 = 2 (left: 11 11 2)
",n1,1,60.0
"1 * 1 = 1 (left: 11 11 1)
",n2,1,0.003
"11 + 1 = 12 (left: 11 12 11)
",n3,1,0.003
"1 - 1 = 0 (left: 11 11 0)
",n4,1,0.003
"1 / 1 = 1 (left: 11 11 1)
",n5,1,0.003
"11 - 1 = 10 (left: 11 10 11)
",n6,1,0.003
"11 - 1 = 10 (left: 1 10 11)
",n7,1,0.003
"11 / 1 = 11 (left: 11 11 11)
",n8,1,0.003
"1 + 1 = 2 (left: 11 11 2)
11 + 11 = 22 (left: 2 22)
",n9,2,60.0
"1 + 1 = 2 (left: 11 11 2)
11 / 11 = 1 (left: 2 1)
",n10,2,3.0
"1 + 1 = 2 (left: 11 11 2)
2 + 11 = 13 (left: 11 13)
",n11,2,0
"1 + 1 = 2 (left: 11 11 2)
11 - 11 = 0 (left: 2 0)
",n12,2,1.002
"1 + 1 = 2 (left: 11 11 2)
11 / 2 = 5.5 (left: 5.5 11)
",n13,2,0
"1 + 1 = 2 (left: 11 11 2)
11 - 2 = 9 (left: 9 11)
",n14,2,0
"1 * 1 = 1 (left: 11 11 1)
11 + 11 = 22 (left: 1 22)
",n15,2,0.003
"1 * 1 = 1 (left: 11 11 1)
11 / 11 = 1 (left: 1 1)
",n16,2,3.0
"1 * 1 = 1 (left: 11 11 1)
11 - 11 = 0 (left: 1 0)
",n17,2,0.003
"1 * 1 = 1 (left: 11 11 1)
1 + 11 = 12 (left: 11 12)
",n18,2,0.003
"1 * 1 = 1 (left: 11 11 1)
11 - 1 = 10 (left: 10 11)
",n19,2,1.002
"1 * 1 = 1 (left: 11 11 1)
1 - 11 = -10 (left: -10 11)
",n20,2,0.003
"1 * 1 = 1 (left: 11 11 1)
11 / 1 = 11 (left: 11 11)
",n21,2,1.002
"11 + 1 = 12 (left: 11 12 11)
11 + 12 = 23 (left: 11 23)
",n22,2,0.003
"11 + 1 = 12 (left: 11 12 11)
12 - 11 = 1 (left: 1 11)
",n23,2,1.001
"11 + 1 = 12 (left: 11 12 11)
11 * 12 = 132 (left: 11 132)
",n24,2,0.003
"11 + 1 = 12 (left: 11 12 11)
12 / 11 = 1 (left: 1 11)
",n25,2,1.001
"11 + 1 = 12 (left: 11 12 11)
11 - 12 = -1 (left: -1 11)
",n26,2,3.0
"11 + 1 = 12 (left: 11 12 11)
12 + 11 = 23 (left: 11 23)
",n27,2,0.003
"1 + 1 = 2 (left: 11 11 2)
11 + 11 = 22 (left: 2 22)
2 + 22 = 24 (left: 24)
",n28,3,20.0
"1 + 1 = 2 (left: 11 11 2)
11 + 11 = 22 (left: 2 22)
2 * 22 = 44 (left: 44)
",n29,3,0.0
"1 + 1 = 2 (left: 11 11 2)
11 + 11 = 22 (left: 2 22)
22 - 2 = 20 (left: 20)
",n30,3,0.0
"1 + 1 = 2 (left: 11 11 2)
11 + 11 = 22 (left: 2 22)
22 / 2 = 11 (left: 11)
",n31,3,0.0
"1 + 1 = 2 (left: 11 11 2)
2 + 11 = 13 (left: 11 13)
11 + 13 = 24 (left: 13 24)
",n32,3,0.003
"1 + 1 = 2 (left: 11 11 2)
2 + 11 = 13 (left: 11 13)
11 - 13 = -2 (left: -2 13)
",n33,3,2.0
"1 + 1 = 2 (left: 11 11 2)
2 + 11 = 13 (left: 11 13)
11 * 13 = 143 (left: 13 143)
",n34,3,0.003
"1 + 1 = 2 (left: 11 11 2)
2 + 11 = 13 (left: 11 13)
11 / 13 = 0.846 (left: 0.846 13)
",n35,3,1.0
"1 + 1 = 2 (left: 11 11 2)
11 / 11 = 1 (left: 2 1)
2 + 1 = 3 (left: 1 3)
",n36,3,2.001
"1 + 1 = 2 (left: 11 11 2)
11 / 11 = 1 (left: 2 1)
2 - 1 = 1 (left: 1 1)
",n37,3,3.0
"1 + 1 = 2 (left: 11 11 2)
11 / 11 = 1 (left: 2 1)
2 * 1 = 2 (left: 2 1)
",n38,3,3.0
"1 + 1 = 2 (left: 11 11 2)
11 / 11 = 1 (left: 2 1)
2 / 1 = 2 (left: 2 2)
",n39,3,41.0
"1 + 1 = 2 (left: 11 11 2)
11 / 11 = 1 (left: 2 1)
2 / 1 = 2 (left: 2 2)
2 + 2 = 4 (left: 4)
",n40,4,0
"1 + 1 = 2 (left: 11 11 2)
11 / 11 = 1 (left: 2 1)
2 / 1 = 2 (left: 2 2)
2 / 2 = 1 (left: 1)
",n41,4,0
"1 + 1 = 2 (left: 11 11 2)
11 / 11 = 1 (left: 2 1)
2 / 1 = 2 (left: 2 2)
2 * 2 = 4 (left: 4)
",n42,4,0
"1 + 1 = 2 (left: 11 11 2)
11 / 11 = 1 (left: 2 1)
2 / 1 = 2 (left: 2 2)
2 - 2 = 0 (left: 0)
",n43,4,0
"1 + 1 = 2 (left: 11 11 2)
11 + 11 = 22 (left: 2 22)
2 + 22 = 24 (left: 24)
Answer: ((1 + 1) + 11) + 11 = 24
",n44,4,60.0
"1 + 1 = 2 (left: 11 11 2)
11 / 11 = 1 (left: 2 1)
2 - 1 = 1 (left: 1 1)
1 + 1 = 2 (left: 2)
",n45,4,0
"1 + 1 = 2 (left: 11 11 2)
11 / 11 = 1 (left: 2 1)
2 - 1 = 1 (left: 1 1)
1 - 1 = 0 (left: 0)
",n46,4,0
"1 + 1 = 2 (left: 11 11 2)
11 / 11 = 1 (left: 2 1)
2 - 1 = 1 (left: 1 1)
1 * 1 = 1 (left: 1)
",n47,4,0
"1 + 1 = 2 (left: 11 11 2)
11 / 11 = 1 (left: 2 1)
2 - 1 = 1 (left: 1 1)
1 / 1 = 1 (left: 1)
",n48,4,0
