id,node_id,step,value
2 4 6 12,n1449,0,
"2 + 4 = 6 (left: 6 6 12)
",n1450,1,60.0
"4 * 6 = 24 (left: 2 6 24)
",n1451,1,1.002
"6 + 12 = 18 (left: 2 4 18)
",n1452,1,60.0
"2 * 4 = 8 (left: 6 8 12)
",n1453,1,2.001
"12 / 2 = 6 (left: 2 4 6)
",n1454,1,2.001
"6 - 2 = 4 (left: 4 6 12)
",n1455,1,2.001
"12 - 4 = 8 (left: 2 4 8)
",n1456,1,20.002
"4 * 6 = 24 (left: 2 24 12)
",n1457,1,41.0
"6 - 4 = 2 (left: 2 2 12)
",n1458,1,1.002
"12 / 6 = 2 (left: 2 4 2)
",n1459,1,1.002
"2 + 4 = 6 (left: 6 6 12)
6 + 6 = 12 (left: 6 12 12)
",n1460,2,0.003
"2 + 4 = 6 (left: 6 6 12)
6 / 6 = 1 (left: 1 6 12)
",n1461,2,2.001
"2 + 4 = 6 (left: 6 6 12)
12 - 6 = 6 (left: 6 6 6)
",n1462,2,2.001
"2 + 4 = 6 (left: 6 6 12)
12 / 6 = 2 (left: 6 6 2)
",n1463,2,3.0
"2 + 4 = 6 (left: 6 6 12)
6 * 6 = 36 (left: 12 6 36)
",n1464,2,41.0
"2 + 4 = 6 (left: 6 6 12)
6 - 6 = 0 (left: 0 6 12)
",n1465,2,0.003
"6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
",n1466,2,60.0
"6 + 12 = 18 (left: 2 4 18)
4 * 18 = 72 (left: 2 72)
",n1467,2,21.0
"6 + 12 = 18 (left: 2 4 18)
18 - 2 = 16 (left: 4 16)
",n1468,2,3.0
"6 + 12 = 18 (left: 2 4 18)
2 * 4 = 8 (left: 8 18)
",n1469,2,1.002
"6 + 12 = 18 (left: 2 4 18)
4 - 2 = 2 (left: 2 18)
",n1470,2,1.001
"6 + 12 = 18 (left: 2 4 18)
18 / 2 = 9 (left: 4 9)
",n1471,2,3.0
"6 + 12 = 18 (left: 2 4 18)
18 - 4 = 14 (left: 2 14)
",n1472,2,1.002
"6 + 12 = 18 (left: 2 4 18)
2 / 4 = 0.5 (left: 0.5 18)
",n1473,2,3.0
"4 * 6 = 24 (left: 2 24 12)
2 + 24 = 26 (left: 12 26)
",n1474,2,0.003
"4 * 6 = 24 (left: 2 24 12)
2 * 24 = 48 (left: 12 48)
",n1475,2,0.003
"4 * 6 = 24 (left: 2 24 12)
24 / 2 = 12 (left: 12 12)
",n1476,2,60.0
"4 * 6 = 24 (left: 2 24 12)
24 - 2 = 22 (left: 12 22)
",n1477,2,0.003
"4 * 6 = 24 (left: 2 24 12)
12 + 24 = 36 (left: 12 36)
",n1478,2,0.003
"4 * 6 = 24 (left: 2 24 12)
12 * 2 = 24 (left: 24 12)
",n1479,2,40.001
"4 * 6 = 24 (left: 2 24 12)
12 / 2 = 6 (left: 6 12)
",n1480,2,2.001
"4 * 6 = 24 (left: 2 24 12)
12 - 2 = 10 (left: 10 12)
",n1481,2,1.002
"6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
6 + 18 = 24 (left: 24)
",n1482,3,0
"6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
6 * 18 = 108 (left: 108)
",n1483,3,0.0
"6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
18 / 6 = 3 (left: 3)
",n1484,3,0.0
"6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
18 - 6 = 12 (left: 12)
",n1485,3,0
"6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
Input: 3 9 15
",n1486,3,0.003
"6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
Possible next steps:
",n1487,3,0
"6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
3 + 9 = 12 (left: 12 15)
",n1488,3,0.003
"6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
3 / 9 = 1/3 (left: 1/3 15)
",n1489,3,2.0
"6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
3 * 9 = 27 (left: 27 15)
",n1490,3,0.002
"6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
9 - 3 = 6 (left: 6 15)
",n1491,3,3.0
"6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
15 + 3 = 18 (left: 9 18)
",n1492,3,0.003
"6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
15 - 3 = 12 (left: 3 12)
",n1493,3,1.002
"6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
15 / 3 = 5 (left: 5 9)
",n1494,3,0.002
"6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
Input: 4 16 24
",n1495,3,0.003
"6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
4 + 16 = 20 (left: 20 24)
",n1496,3,0
"6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
4 / 16 = 1/4 (left: 1/4 24)
",n1497,3,21.0
"6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
4 * 16 = 64 (left: 64 24)
",n1498,3,0.003
"6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
16 - 4 = 12 (left: 12 24)
",n1499,3,0.002
"6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
24 + 4 = 28 (left: 16 28)
",n1500,3,0.003
"6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
24 - 4 = 20 (left: 4 20)
",n1501,3,60.0
"6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
24 / 4 = 6 (left: 6 16)
",n1502,3,0.003
"4 * 6 = 24 (left: 2 24 12)
24 / 2 = 12 (left: 12 12)
12 + 12 = 24 (left: 24)
",n1503,3,0
"4 * 6 = 24 (left: 2 24 12)
24 / 2 = 12 (left: 12 12)
12 / 12 = 1 (left: 1)
",n1504,3,0
"4 * 6 = 24 (left: 2 24 12)
24 / 2 = 12 (left: 12 12)
12 * 12 = 144 (left: 144)
",n1505,3,0
"4 * 6 = 24 (left: 2 24 12)
24 / 2 = 12 (left: 12 12)
12 - 12 = 0 (left: 0)
",n1506,3,0.001
"2 + 4 = 6 (left: 6 6 12)
6 * 6 = 36 (left: 12 6 36)
12 + 6 = 18 (left: 18 36)
",n1507,3,0.003
"2 + 4 = 6 (left: 6 6 12)
6 * 6 = 36 (left: 12 6 36)
12 - 6 = 6 (left: 6 36)
",n1508,3,1.002
