id,node_id,step,value
5 5 8 10,n1388,0,
"5 + 5 = 10 (left: 8 10 10)
",n1389,1,1.002
"5 * 5 = 25 (left: 8 10 25)
",n1390,1,0.003
"8 - 5 = 3 (left: 3 5 10)
",n1391,1,1.002
"10 - 5 = 5 (left: 5 5 5)
",n1392,1,0
"5 + 8 = 13 (left: 5 10 13)
",n1393,1,1.002
"5 * 8 = 40 (left: 10 40 10)
",n1394,1,0.003
"8 / 5 = 1.6 (left: 1.6 5 10)
",n1395,1,3.0
"10 + 5 = 15 (left: 5 8 15)
",n1396,1,0.003
"5 - 8 = -3 (left: -3 5 10)
",n1397,1,3.0
"8 / 5 = 1.6 (left: 1.6 5 10)
1.6 + 5 = 6.6 (left: 6.6 10)
",n1398,2,1.002
"8 / 5 = 1.6 (left: 1.6 5 10)
5 * 1.6 = 8 (left: 8 10)
",n1399,2,1.001
"8 / 5 = 1.6 (left: 1.6 5 10)
10 - 1.6 = 8.4 (left: 5 8.4)
",n1400,2,0.001
"8 / 5 = 1.6 (left: 1.6 5 10)
10 / 1.6 = 6.25 (left: 6.25 5)
",n1401,2,2.001
"5 - 8 = -3 (left: -3 5 10)
-3 + 5 = 2 (left: 2 10)
",n1402,2,3.0
"5 - 8 = -3 (left: -3 5 10)
5 - (-3) = 8 (left: 8 10)
",n1403,2,1.001
"5 - 8 = -3 (left: -3 5 10)
10 - (-3) = 13 (left: 5 13)
",n1404,2,3.0
"5 - 8 = -3 (left: -3 5 10)
-3 * 5 = -15 (left: -15 10)
",n1405,2,0.003
"5 - 8 = -3 (left: -3 5 10)
5 * (-3) = -15 (left: -15 10)
",n1406,2,0.003
"5 - 8 = -3 (left: -3 5 10)
10 * (-3) = -30 (left: -30 10)
",n1407,2,0.003
"5 - 8 = -3 (left: -3 5 10)
-3 / 5 = -0.6 (left: -0.6 10)
",n1408,2,2.0
"5 - 8 = -3 (left: -3 5 10)
5 / (-3) = -1.67 (left: -1.67 10)
",n1409,2,0.001
"5 - 8 = -3 (left: -3 5 10)
10 / (-3) = -3.33 (left: -3.33 10)
",n1410,2,3.0
"5 + 5 = 10 (left: 8 10 10)
8 + 10 = 18 (left: 10 18)
",n1411,2,0.003
"5 + 5 = 10 (left: 8 10 10)
10 - 8 = 2 (left: 2 10)
",n1412,2,0
"5 + 5 = 10 (left: 8 10 10)
10 / 8 = 1.25 (left: 1.25 10)
",n1413,2,1.002
"5 + 5 = 10 (left: 8 10 10)
10 * 8 = 80 (left: 10 80)
",n1414,2,1.002
"5 + 5 = 10 (left: 8 10 10)
8 - 10 = -2 (left: -2 10)
",n1415,2,22.0
"5 + 5 = 10 (left: 8 10 10)
10 / 10 = 1 (left: 1 10)
",n1416,2,0
"5 + 5 = 10 (left: 8 10 10)
10 + 8 = 18 (left: 10 18)
",n1417,2,0.003
"5 + 5 = 10 (left: 8 10 10)
8 - 10 = -2 (left: -2 10)
-2 + 10 = 8 (left: 8)
",n1418,3,0
"5 + 5 = 10 (left: 8 10 10)
8 - 10 = -2 (left: -2 10)
-2 * 10 = -20 (left: -20)
",n1419,3,0.001
"5 + 5 = 10 (left: 8 10 10)
8 - 10 = -2 (left: -2 10)
10 - (-2) = 12 (left: 12)
",n1420,3,0
"5 + 5 = 10 (left: 8 10 10)
8 - 10 = -2 (left: -2 10)
-2 - 10 = -12 (left: -12)
",n1421,3,0.002
"5 + 5 = 10 (left: 8 10 10)
8 - 10 = -2 (left: -2 10)
10 / -2 = -5 (left: -5)
",n1422,3,0.002
"5 - 8 = -3 (left: -3 5 10)
-3 + 5 = 2 (left: 2 10)
2 + 10 = 12 (left: 10 12)
",n1423,3,1.002
"5 - 8 = -3 (left: -3 5 10)
-3 + 5 = 2 (left: 2 10)
10 / 2 = 5 (left: 5 10)
",n1424,3,3.0
"5 - 8 = -3 (left: -3 5 10)
-3 + 5 = 2 (left: 2 10)
10 * 2 = 20 (left: 10 20)
",n1425,3,0.003
"5 - 8 = -3 (left: -3 5 10)
-3 + 5 = 2 (left: 2 10)
10 - 2 = 8 (left: 8 10)
",n1426,3,1.001
"5 - 8 = -3 (left: -3 5 10)
10 - (-3) = 13 (left: 5 13)
5 + 13 = 18 (left: 13 18)
",n1427,3,0.003
"5 - 8 = -3 (left: -3 5 10)
10 - (-3) = 13 (left: 5 13)
13 + 5 = 18 (left: 5 18)
",n1428,3,0.003
"5 - 8 = -3 (left: -3 5 10)
10 - (-3) = 13 (left: 5 13)
5 - 13 = -8 (left: -8 13)
",n1429,3,21.0
"5 - 8 = -3 (left: -3 5 10)
10 - (-3) = 13 (left: 5 13)
13 - 5 = 8 (left: 5 8)
",n1430,3,3.0
"5 - 8 = -3 (left: -3 5 10)
10 - (-3) = 13 (left: 5 13)
5 * 13 = 65 (left: 13 65)
",n1431,3,2.001
"5 - 8 = -3 (left: -3 5 10)
10 - (-3) = 13 (left: 5 13)
13 * 5 = 65 (left: 5 65)
",n1432,3,3.0
"5 - 8 = -3 (left: -3 5 10)
10 - (-3) = 13 (left: 5 13)
5 / 13 = 0.3846 (left: 0.3846 13)
",n1433,3,3.0
"5 - 8 = -3 (left: -3 5 10)
10 - (-3) = 13 (left: 5 13)
13 / 5 = 2.6 (left: 5 2.6)
",n1434,3,0.001
"5 - 8 = -3 (left: -3 5 10)
10 - (-3) = 13 (left: 5 13)
5 - 13 = -8 (left: -8 13)
-8 + 13 = 5 (left: 5)
",n1435,4,0
"5 - 8 = -3 (left: -3 5 10)
10 - (-3) = 13 (left: 5 13)
5 - 13 = -8 (left: -8 13)
-8 - 13 = -21 (left: -21)
",n1436,4,0
"5 - 8 = -3 (left: -3 5 10)
10 - (-3) = 13 (left: 5 13)
5 - 13 = -8 (left: -8 13)
-8 * 13 = -104 (left: -104)
",n1437,4,0
"5 - 8 = -3 (left: -3 5 10)
10 - (-3) = 13 (left: 5 13)
5 - 13 = -8 (left: -8 13)
-8 / 13 �� -0.615 (left: -0.615)
",n1438,4,0
"5 - 8 = -3 (left: -3 5 10)
-3 + 5 = 2 (left: 2 10)
10 / 2 = 5 (left: 5 10)
5 + 10 = 15 (left: 10 15)
",n1439,4,0
"5 - 8 = -3 (left: -3 5 10)
-3 + 5 = 2 (left: 2 10)
10 / 2 = 5 (left: 5 10)
5 * 10 = 50 (left: 10 50)
",n1440,4,0
"5 - 8 = -3 (left: -3 5 10)
-3 + 5 = 2 (left: 2 10)
10 / 2 = 5 (left: 5 10)
10 - 5 = 5 (left: 5 10)
",n1441,4,3.0
"5 - 8 = -3 (left: -3 5 10)
-3 + 5 = 2 (left: 2 10)
10 / 2 = 5 (left: 5 10)
10 / 5 = 2 (left: 2 10)
",n1442,4,3.0
"5 - 8 = -3 (left: -3 5 10)
10 - (-3) = 13 (left: 5 13)
13 - 5 = 8 (left: 5 8)
5 + 8 = 13 (left: 8 13)
",n1443,4,2.001
"5 - 8 = -3 (left: -3 5 10)
10 - (-3) = 13 (left: 5 13)
13 - 5 = 8 (left: 5 8)
8 + 5 = 13 (left: 5 13)
",n1444,4,3.0
"5 - 8 = -3 (left: -3 5 10)
10 - (-3) = 13 (left: 5 13)
13 - 5 = 8 (left: 5 8)
5 - 8 = -3 (left: -3 8)
",n1445,4,0.0
"5 - 8 = -3 (left: -3 5 10)
10 - (-3) = 13 (left: 5 13)
13 - 5 = 8 (left: 5 8)
8 - 5 = 3 (left: 3 8)
",n1446,4,3.0
"5 - 8 = -3 (left: -3 5 10)
10 - (-3) = 13 (left: 5 13)
13 - 5 = 8 (left: 5 8)
5 * 8 = 40 (left: 8 40)
",n1447,4,0.002
"5 - 8 = -3 (left: -3 5 10)
10 - (-3) = 13 (left: 5 13)
13 - 5 = 8 (left: 5 8)
8 / 5 = 1.6 (left: 1.6 8)
",n1448,4,1.002
