id,node_id,step,value
2 4 8 9,n1001,0,
"2 + 4 = 6 (left: 6 8 9)
",n1002,1,3.0
"2 * 4 = 8 (left: 8 8 9)
",n1003,1,0.003
"4 + 8 = 12 (left: 2 12 9)
",n1004,1,2.001
"4 * 8 = 32 (left: 2 32 9)
",n1005,1,2.001
"8 - 4 = 4 (left: 2 4 9)
",n1006,1,2.001
"9 - 8 = 1 (left: 2 4 1)
",n1007,1,2.001
"9 / 2 = 4.5 (left: 4.5 4 1)
",n1008,1,3.0
"9 - 2 = 7 (left: 7 4 1)
",n1009,1,2.001
"2 + 4 = 6 (left: 6 8 9)
6 + 8 = 14 (left: 9 14)
",n1010,2,2.001
"2 + 4 = 6 (left: 6 8 9)
8 + 6 = 14 (left: 9 14)
",n1011,2,2.001
"2 + 4 = 6 (left: 6 8 9)
6 * 8 = 48 (left: 9 48)
",n1012,2,2.001
"2 + 4 = 6 (left: 6 8 9)
8 * 6 = 48 (left: 9 48)
",n1013,2,2.001
"2 + 4 = 6 (left: 6 8 9)
6 - 8 = -2 (left: -2 9)
",n1014,2,1.002
"2 + 4 = 6 (left: 6 8 9)
8 - 6 = 2 (left: 2 9)
",n1015,2,1.002
"2 + 4 = 6 (left: 6 8 9)
6 / 8 = 0.75 (left: 0.75 9)
",n1016,2,1.002
"2 + 4 = 6 (left: 6 8 9)
8 / 6 = 1.33 (left: 1.33 9)
",n1017,2,2.0
"2 + 4 = 6 (left: 6 8 9)
6 + 9 = 15 (left: 8 15)
",n1018,2,1.002
"2 + 4 = 6 (left: 6 8 9)
9 + 6 = 15 (left: 8 15)
",n1019,2,1.002
"2 + 4 = 6 (left: 6 8 9)
6 * 9 = 54 (left: 8 54)
",n1020,2,0.002
"2 + 4 = 6 (left: 6 8 9)
9 * 6 = 54 (left: 8 54)
",n1021,2,0.002
"2 + 4 = 6 (left: 6 8 9)
6 - 9 = -3 (left: -3 9)
",n1022,2,3.0
"2 + 4 = 6 (left: 6 8 9)
9 - 6 = 3 (left: 3 9)
",n1023,2,1.001
"2 + 4 = 6 (left: 6 8 9)
6 / 9 = 0.67 (left: 0.67 9)
",n1024,2,2.0
"2 + 4 = 6 (left: 6 8 9)
9 / 6 = 1.5 (left: 1.5 9)
",n1025,2,1.002
"2 + 4 = 6 (left: 6 8 9)
9 + 8 = 17 (left: 6 17)
",n1026,2,1.002
"2 + 4 = 6 (left: 6 8 9)
8 + 9 = 17 (left: 6 17)
",n1027,2,1.002
"2 + 4 = 6 (left: 6 8 9)
9 * 8 = 72 (left: 6 72)
",n1028,2,41.0
"2 + 4 = 6 (left: 6 8 9)
8 * 9 = 72 (left: 6 72)
",n1029,2,41.0
"2 + 4 = 6 (left: 6 8 9)
9 - 8 = 1 (left: 1 9)
",n1030,2,21.001
"2 + 4 = 6 (left: 6 8 9)
8 - 9 = -1 (left: -1 9)
",n1031,2,2.001
"2 + 4 = 6 (left: 6 8 9)
9 / 8 = 1.13 (left: 1.13 9)
",n1032,2,21.0
"2 + 4 = 6 (left: 6 8 9)
8 / 9 = 0.89 (left: 0.89 9)
",n1033,2,1.002
"9 / 2 = 4.5 (left: 4.5 4 1)
4.5 + 4 = 8.5 (left: 1 8.5)
",n1034,2,3.0
"9 / 2 = 4.5 (left: 4.5 4 1)
4.5 / 4 = 1.125 (left: 1 1.125)
",n1035,2,1.002
"9 / 2 = 4.5 (left: 4.5 4 1)
4.5 - 4 = 0.5 (left: 0.5 1)
",n1036,2,3.0
"9 / 2 = 4.5 (left: 4.5 4 1)
4.5 - 1 = 3.5 (left: 3.5 4)
",n1037,2,1.001
"9 / 2 = 4.5 (left: 4.5 4 1)
4.5 / 1 = 4.5 (left: 4.5 1)
",n1038,2,2.001
"9 / 2 = 4.5 (left: 4.5 4 1)
4.5 * 4 = 18 (left: 1 18)
",n1039,2,1.001
"9 / 2 = 4.5 (left: 4.5 4 1)
4.5 * 1 = 4.5 (left: 4.5 1)
",n1040,2,2.001
"9 / 2 = 4.5 (left: 4.5 4 1)
4.5 + 1 = 5.5 (left: 5.5 4)
",n1041,2,2.0
"9 / 2 = 4.5 (left: 4.5 4 1)
4.5 - 0.5 = 4 (left: 4 1)
",n1042,2,0
"4 + 8 = 12 (left: 2 12 9)
2 + 12 = 14 (left: 9 14)
",n1043,2,2.001
"4 + 8 = 12 (left: 2 12 9)
12 / 2 = 6 (left: 6 9)
",n1044,2,2.001
"4 + 8 = 12 (left: 2 12 9)
9 + 2 = 11 (left: 11 12)
",n1045,2,0.003
"4 + 8 = 12 (left: 2 12 9)
2 * 12 = 24 (left: 9 24)
",n1046,2,1.001
"4 + 8 = 12 (left: 2 12 9)
12 - 2 = 10 (left: 10 9)
",n1047,2,0.003
"4 + 8 = 12 (left: 2 12 9)
9 - 2 = 7 (left: 7 9)
",n1048,2,1.002
"4 + 8 = 12 (left: 2 12 9)
9 / 2 = 4.5 (left: 4.5 9)
",n1049,2,1.001
"2 + 4 = 6 (left: 6 8 9)
9 * 8 = 72 (left: 6 72)
6 + 72 = 78 (left: 78)
",n1050,3,0.0
"2 + 4 = 6 (left: 6 8 9)
9 * 8 = 72 (left: 6 72)
6 * 72 = 432 (left: 432)
",n1051,3,0.0
"2 + 4 = 6 (left: 6 8 9)
9 * 8 = 72 (left: 6 72)
72 / 6 = 12 (left: 12)
",n1052,3,0
"2 + 4 = 6 (left: 6 8 9)
9 * 8 = 72 (left: 6 72)
72 - 6 = 66 (left: 66)
",n1053,3,0.001
"2 + 4 = 6 (left: 6 8 9)
8 * 9 = 72 (left: 6 72)
6 + 72 = 78 (left: 78)
",n1054,3,0.0
"2 + 4 = 6 (left: 6 8 9)
8 * 9 = 72 (left: 6 72)
6 * 72 = 432 (left: 432)
",n1055,3,0.0
"2 + 4 = 6 (left: 6 8 9)
8 * 9 = 72 (left: 6 72)
72 - 6 = 66 (left: 66)
",n1056,3,0.001
"2 + 4 = 6 (left: 6 8 9)
8 * 9 = 72 (left: 6 72)
72 / 6 = 12 (left: 12)
",n1057,3,0
"2 + 4 = 6 (left: 6 8 9)
9 - 8 = 1 (left: 1 9)
1 + 9 = 10 (left: 9 10)
",n1058,3,3.0
"2 + 4 = 6 (left: 6 8 9)
9 - 8 = 1 (left: 1 9)
9 - 1 = 8 (left: 8 9)
",n1059,3,3.0
"2 + 4 = 6 (left: 6 8 9)
9 - 8 = 1 (left: 1 9)
9 / 1 = 9 (left: 9 9)
",n1060,3,2.001
"2 + 4 = 6 (left: 6 8 9)
9 - 8 = 1 (left: 1 9)
1 * 9 = 9 (left: 9 9)
",n1061,3,2.001
"2 + 4 = 6 (left: 6 8 9)
9 - 8 = 1 (left: 1 9)
1 + 9 = 10 (left: 9 10)
9 + 10 = 19 (left: 19)
",n1062,4,0.0
"2 + 4 = 6 (left: 6 8 9)
9 - 8 = 1 (left: 1 9)
1 + 9 = 10 (left: 9 10)
9 * 10 = 90 (left: 90)
",n1063,4,0.001
"2 + 4 = 6 (left: 6 8 9)
9 - 8 = 1 (left: 1 9)
1 + 9 = 10 (left: 9 10)
10 - 9 = 1 (left: 1)
",n1064,4,0
"2 + 4 = 6 (left: 6 8 9)
9 - 8 = 1 (left: 1 9)
1 + 9 = 10 (left: 9 10)
9 / 10 = 0.9 (left: 0.9)
",n1065,4,0.002
"2 + 4 = 6 (left: 6 8 9)
9 - 8 = 1 (left: 1 9)
9 - 1 = 8 (left: 8 9)
8 + 9 = 17 (left: 17)
",n1066,4,0
"2 + 4 = 6 (left: 6 8 9)
9 - 8 = 1 (left: 1 9)
9 - 1 = 8 (left: 8 9)
8 / 9 = 0.888889 (left: 0.888889)
",n1067,4,0
"2 + 4 = 6 (left: 6 8 9)
9 - 8 = 1 (left: 1 9)
9 - 1 = 8 (left: 8 9)
8 * 9 = 72 (left: 72)
",n1068,4,0
"2 + 4 = 6 (left: 6 8 9)
9 - 8 = 1 (left: 1 9)
9 - 1 = 8 (left: 8 9)
8 - 9 = -1 (left: -1)
",n1069,4,0
"2 + 4 = 6 (left: 6 8 9)
9 - 8 = 1 (left: 1 9)
9 - 1 = 8 (left: 8 9)
9 + 8 = 17 (left: 17)
",n1070,4,0
"2 + 4 = 6 (left: 6 8 9)
9 - 8 = 1 (left: 1 9)
9 - 1 = 8 (left: 8 9)
9 / 8 = 1.125 (left: 1.125)
",n1071,4,0
"2 + 4 = 6 (left: 6 8 9)
9 - 8 = 1 (left: 1 9)
9 - 1 = 8 (left: 8 9)
9 * 8 = 72 (left: 72)
",n1072,4,0
