Source,Target,last_formula,operator
null,2 4 8 9,,
2 4 8 9,"2 + 4 = 6 (left: 6 8 9)
",2 + 4 = 6 (left: 6 8 9),+
2 4 8 9,"2 * 4 = 8 (left: 8 8 9)
",2 * 4 = 8 (left: 8 8 9),*
2 4 8 9,"4 + 8 = 12 (left: 2 12 9)
",4 + 8 = 12 (left: 2 12 9),+
2 4 8 9,"4 * 8 = 32 (left: 2 32 9)
",4 * 8 = 32 (left: 2 32 9),*
2 4 8 9,"8 - 4 = 4 (left: 2 4 9)
",8 - 4 = 4 (left: 2 4 9),-
2 4 8 9,"9 - 8 = 1 (left: 2 4 1)
",9 - 8 = 1 (left: 2 4 1),-
2 4 8 9,"9 / 2 = 4.5 (left: 4.5 4 1)
",9 / 2 = 4.5 (left: 4.5 4 1),/
2 4 8 9,"9 - 2 = 7 (left: 7 4 1)
",9 - 2 = 7 (left: 7 4 1),-
"2 + 4 = 6 (left: 6 8 9)
","2 + 4 = 6 (left: 6 8 9)
6 + 8 = 14 (left: 9 14)
",6 + 8 = 14 (left: 9 14),+
"2 + 4 = 6 (left: 6 8 9)
","2 + 4 = 6 (left: 6 8 9)
8 + 6 = 14 (left: 9 14)
",8 + 6 = 14 (left: 9 14),+
"2 + 4 = 6 (left: 6 8 9)
","2 + 4 = 6 (left: 6 8 9)
6 * 8 = 48 (left: 9 48)
",6 * 8 = 48 (left: 9 48),*
"2 + 4 = 6 (left: 6 8 9)
","2 + 4 = 6 (left: 6 8 9)
8 * 6 = 48 (left: 9 48)
",8 * 6 = 48 (left: 9 48),*
"2 + 4 = 6 (left: 6 8 9)
","2 + 4 = 6 (left: 6 8 9)
6 - 8 = -2 (left: -2 9)
",6 - 8 = -2 (left: -2 9),-
"2 + 4 = 6 (left: 6 8 9)
","2 + 4 = 6 (left: 6 8 9)
8 - 6 = 2 (left: 2 9)
",8 - 6 = 2 (left: 2 9),-
"2 + 4 = 6 (left: 6 8 9)
","2 + 4 = 6 (left: 6 8 9)
6 / 8 = 0.75 (left: 0.75 9)
",6 / 8 = 0.75 (left: 0.75 9),/
"2 + 4 = 6 (left: 6 8 9)
","2 + 4 = 6 (left: 6 8 9)
8 / 6 = 1.33 (left: 1.33 9)
",8 / 6 = 1.33 (left: 1.33 9),/
"2 + 4 = 6 (left: 6 8 9)
","2 + 4 = 6 (left: 6 8 9)
6 + 9 = 15 (left: 8 15)
",6 + 9 = 15 (left: 8 15),+
"2 + 4 = 6 (left: 6 8 9)
","2 + 4 = 6 (left: 6 8 9)
9 + 6 = 15 (left: 8 15)
",9 + 6 = 15 (left: 8 15),+
"2 + 4 = 6 (left: 6 8 9)
","2 + 4 = 6 (left: 6 8 9)
6 * 9 = 54 (left: 8 54)
",6 * 9 = 54 (left: 8 54),*
"2 + 4 = 6 (left: 6 8 9)
","2 + 4 = 6 (left: 6 8 9)
9 * 6 = 54 (left: 8 54)
",9 * 6 = 54 (left: 8 54),*
"2 + 4 = 6 (left: 6 8 9)
","2 + 4 = 6 (left: 6 8 9)
6 - 9 = -3 (left: -3 9)
",6 - 9 = -3 (left: -3 9),-
"2 + 4 = 6 (left: 6 8 9)
","2 + 4 = 6 (left: 6 8 9)
9 - 6 = 3 (left: 3 9)
",9 - 6 = 3 (left: 3 9),-
"2 + 4 = 6 (left: 6 8 9)
","2 + 4 = 6 (left: 6 8 9)
6 / 9 = 0.67 (left: 0.67 9)
",6 / 9 = 0.67 (left: 0.67 9),/
"2 + 4 = 6 (left: 6 8 9)
","2 + 4 = 6 (left: 6 8 9)
9 / 6 = 1.5 (left: 1.5 9)
",9 / 6 = 1.5 (left: 1.5 9),/
"2 + 4 = 6 (left: 6 8 9)
","2 + 4 = 6 (left: 6 8 9)
9 + 8 = 17 (left: 6 17)
",9 + 8 = 17 (left: 6 17),+
"2 + 4 = 6 (left: 6 8 9)
","2 + 4 = 6 (left: 6 8 9)
8 + 9 = 17 (left: 6 17)
",8 + 9 = 17 (left: 6 17),+
"2 + 4 = 6 (left: 6 8 9)
","2 + 4 = 6 (left: 6 8 9)
9 * 8 = 72 (left: 6 72)
",9 * 8 = 72 (left: 6 72),*
"2 + 4 = 6 (left: 6 8 9)
","2 + 4 = 6 (left: 6 8 9)
8 * 9 = 72 (left: 6 72)
",8 * 9 = 72 (left: 6 72),*
"2 + 4 = 6 (left: 6 8 9)
","2 + 4 = 6 (left: 6 8 9)
9 - 8 = 1 (left: 1 9)
",9 - 8 = 1 (left: 1 9),-
"2 + 4 = 6 (left: 6 8 9)
","2 + 4 = 6 (left: 6 8 9)
8 - 9 = -1 (left: -1 9)
",8 - 9 = -1 (left: -1 9),-
"2 + 4 = 6 (left: 6 8 9)
","2 + 4 = 6 (left: 6 8 9)
9 / 8 = 1.13 (left: 1.13 9)
",9 / 8 = 1.13 (left: 1.13 9),/
