id,node_id,step,value
3 3 6 7,n1201,0,
"3 + 3 = 6 (left: 6 6 7)
",n1202,1,3.0
"3 * 3 = 9 (left: 9 6 7)
",n1203,1,3.0
"6 + 3 = 9 (left: 3 9 7)
",n1204,1,3.0
"7 - 3 = 4 (left: 3 6 4)
",n1205,1,3.0
"7 - 6 = 1 (left: 3 3 1)
",n1206,1,0.003
"7 / 3 = 2 (left: 2 3 6)
",n1207,1,3.0
"7 / 6 = 1 (left: 3 3 1)
",n1208,1,0.003
"6 - 3 = 3 (left: 3 3 3)
",n1209,1,1.002
"3 + 3 = 6 (left: 6 6 7)
6 + 6 = 12 (left: 7 12)
",n1210,2,2.001
"3 + 3 = 6 (left: 6 6 7)
6 / 6 = 1 (left: 1 7)
",n1211,2,3.0
"3 + 3 = 6 (left: 6 6 7)
7 + 6 = 13 (left: 6 13)
",n1212,2,2.001
"3 + 3 = 6 (left: 6 6 7)
6 * 6 = 36 (left: 7 36)
",n1213,2,0.003
"3 + 3 = 6 (left: 6 6 7)
6 - 6 = 0 (left: 0 7)
",n1214,2,2.0
"3 + 3 = 6 (left: 6 6 7)
7 - 6 = 1 (left: 6 1)
",n1215,2,3.0
"3 * 3 = 9 (left: 9 6 7)
9 + 6 = 15 (left: 7 15)
",n1216,2,2.001
"3 * 3 = 9 (left: 9 6 7)
6 + 7 = 13 (left: 9 13)
",n1217,2,3.0
"3 * 3 = 9 (left: 9 6 7)
9 * 6 = 54 (left: 7 54)
",n1218,2,1.002
"3 * 3 = 9 (left: 9 6 7)
6 * 7 = 42 (left: 9 42)
",n1219,2,1.002
"3 * 3 = 9 (left: 9 6 7)
9 - 6 = 3 (left: 3 7)
",n1220,2,0.003
"3 * 3 = 9 (left: 9 6 7)
6 - 7 = -1 (left: 9 -1)
",n1221,2,2.0
"3 * 3 = 9 (left: 9 6 7)
9 / 6 �� 1.5 (left: 7 1.5)
",n1222,2,2.001
"3 * 3 = 9 (left: 9 6 7)
6 / 7 �� 0.857 (left: 9 0.857)
",n1223,2,3.0
"6 + 3 = 9 (left: 3 9 7)
3 + 9 = 12 (left: 7 12)
",n1224,2,2.001
"6 + 3 = 9 (left: 3 9 7)
9 - 3 = 6 (left: 6 7)
",n1225,2,2.001
"6 + 3 = 9 (left: 3 9 7)
3 * 9 = 27 (left: 7 27)
",n1226,2,0.002
"6 + 3 = 9 (left: 3 9 7)
9 / 3 = 3 (left: 3 7)
",n1227,2,0.003
"6 + 3 = 9 (left: 3 9 7)
7 + 9 = 16 (left: 3 16)
",n1228,2,2.001
"6 + 3 = 9 (left: 3 9 7)
9 - 7 = 2 (left: 2 7)
",n1229,2,3.0
"6 + 3 = 9 (left: 3 9 7)
7 * 3 = 21 (left: 21)
",n1230,2,0
"6 + 3 = 9 (left: 3 9 7)
3 - 9 = -6 (left: -6 7)
",n1231,2,3.0
"6 + 3 = 9 (left: 3 9 7)
9 / 7 = 1.2857 (left: 1.2857)
",n1232,2,0.0
"6 + 3 = 9 (left: 3 9 7)
7 - 3 = 4 (left: 4)
",n1233,2,0
"3 + 3 = 6 (left: 6 6 7)
6 / 6 = 1 (left: 1 7)
1 + 7 = 8 (left: 8)
",n1234,3,0
"3 + 3 = 6 (left: 6 6 7)
6 / 6 = 1 (left: 1 7)
1 * 7 = 7 (left: 7)
",n1235,3,0
"3 + 3 = 6 (left: 6 6 7)
6 / 6 = 1 (left: 1 7)
7 - 1 = 6 (left: 6)
",n1236,3,0
