id,node_id,step,value
1 2 4 7,n67,0,
"1 + 2 = 3 (left: 3 4 7)
",n68,1,2.001
"2 * 4 = 8 (left: 1 8 7)
",n69,1,1.002
"7 - 1 = 6 (left: 2 4 6)
",n70,1,2.001
"7 - 4 = 3 (left: 1 2 3)
",n71,1,2.001
"4 + 2 = 6 (left: 1 6 7)
",n72,1,0.003
"7 - 2 = 5 (left: 1 4 5)
",n73,1,0
"4 - 2 = 2 (left: 1 2 7)
",n74,1,2.001
"1 + 2 = 3 (left: 3 4 7)
3 + 4 = 7 (left: 7 7)
",n75,2,2.001
"1 + 2 = 3 (left: 3 4 7)
3 * 4 = 12 (left: 7 12)
",n76,2,1.002
"1 + 2 = 3 (left: 3 4 7)
4 - 3 = 1 (left: 1 7)
",n77,2,3.0
"1 + 2 = 3 (left: 3 4 7)
7 - 4 = 3 (left: 3 7)
",n78,2,2.001
"1 + 2 = 3 (left: 3 4 7)
7 / 3 = 2 (left: 2 7)
",n79,2,3.0
"1 + 2 = 3 (left: 3 4 7)
4 + 7 = 11 (left: 3 11)
",n80,2,2.001
"1 + 2 = 3 (left: 3 4 7)
3 - 4 = -1 (left: -1 7)
",n81,2,3.0
"1 + 2 = 3 (left: 3 4 7)
7 - 3 = 4 (left: 4 7)
",n82,2,3.0
"1 + 2 = 3 (left: 3 4 7)
7 / 4 = 1.75 (left: 1.75 7)
",n83,2,1.0
"1 + 2 = 3 (left: 3 4 7)
4 * 7 = 28 (left: 7 28)
",n84,2,0.002
"7 - 1 = 6 (left: 2 4 6)
2 + 4 = 6 (left: 6)
",n85,2,0.0
"7 - 1 = 6 (left: 2 4 6)
2 * 4 = 8 (left: 6 8)
",n86,2,2.001
"7 - 1 = 6 (left: 2 4 6)
4 * 6 = 24 (left: 24)
",n87,2,60.0
"7 - 1 = 6 (left: 2 4 6)
6 * 2 = 12 (left: 12)
",n88,2,0.0
"7 - 1 = 6 (left: 2 4 6)
4 + 6 = 10 (left: 10)
",n89,2,0.0
"7 - 1 = 6 (left: 2 4 6)
6 + 2 = 8 (left: 8)
",n90,2,0.0
"7 - 1 = 6 (left: 2 4 6)
4 / 2 = 2 (left: 2)
",n91,2,0.0
"7 - 1 = 6 (left: 2 4 6)
6 / 2 = 3 (left: 3)
",n92,2,0.0
"7 - 4 = 3 (left: 1 2 3)
1 + 2 = 3 (left: 3 3)
",n93,2,3.0
"7 - 4 = 3 (left: 1 2 3)
1 * 2 = 2 (left: 2 3)
",n94,2,3.0
"7 - 4 = 3 (left: 1 2 3)
2 + 3 = 5 (left: 1 5)
",n95,2,2.001
"7 - 4 = 3 (left: 1 2 3)
1 * 3 = 3 (left: 2 3)
",n96,2,3.0
"7 - 4 = 3 (left: 1 2 3)
3 + 2 = 5 (left: 1 5)
",n97,2,2.001
"7 - 4 = 3 (left: 1 2 3)
2 * 3 = 6 (left: 1 6)
",n98,2,3.0
"7 - 4 = 3 (left: 1 2 3)
3 - 2 = 1 (left: 1 3)
",n99,2,1.001
"7 - 4 = 3 (left: 1 2 3)
2 - 1 = 1 (left: 1 3)
",n100,2,1.001
"7 - 4 = 3 (left: 1 2 3)
3 - 1 = 2 (left: 2 3)
",n101,2,3.0
"7 - 1 = 6 (left: 2 4 6)
4 * 6 = 24 (left: 24)
Answer: (7 - 1) * 4 * 6 = 24
",n102,3,0.003
"1 + 2 = 3 (left: 3 4 7)
4 - 3 = 1 (left: 1 7)
1 + 7 = 8 (left: 8)
",n103,3,0.0
"1 + 2 = 3 (left: 3 4 7)
4 - 3 = 1 (left: 1 7)
1 - 7 = -6 (left: -6)
",n104,3,0.001
"1 + 2 = 3 (left: 3 4 7)
4 - 3 = 1 (left: 1 7)
1 * 7 = 7 (left: 7)
",n105,3,0.0
"1 + 2 = 3 (left: 3 4 7)
4 - 3 = 1 (left: 1 7)
1 / 7 = 0.14285714285714285 (left: 0.14285714285714285)
",n106,3,0.0
"1 + 2 = 3 (left: 3 4 7)
4 - 3 = 1 (left: 1 7)
7 + 1 = 8 (left: 7)
",n107,3,0.0
"1 + 2 = 3 (left: 3 4 7)
4 - 3 = 1 (left: 1 7)
7 - 1 = 6 (left: 6)
",n108,3,0.0
"1 + 2 = 3 (left: 3 4 7)
4 - 3 = 1 (left: 1 7)
7 * 1 = 7 (left: 7)
",n109,3,0.0
"1 + 2 = 3 (left: 3 4 7)
4 - 3 = 1 (left: 1 7)
7 / 1 = 7 (left: 7)
",n110,3,0.0
"1 + 2 = 3 (left: 3 4 7)
7 / 3 = 2 (left: 2 7)
2 + 7 = 9 (left: 7 9)
",n111,3,3.0
"1 + 2 = 3 (left: 3 4 7)
7 / 3 = 2 (left: 2 7)
7 - 2 = 5 (left: 2 5)
",n112,3,3.0
"1 + 2 = 3 (left: 3 4 7)
7 / 3 = 2 (left: 2 7)
2 + 7 = 9 (left: 7 9)
7 + 9 = 16 (left: 9 16)
",n113,4,0.003
