id,node_id,step,value
4 7 9 13,n1774,0,
"4 + 7 = 11 (left: 9 11 13)
",n1775,1,0.003
"7 / 4 = 1.75 (left: 1.75 9 13)
",n1776,1,2.001
"13 + 4 = 17 (left: 7 9 17)
",n1777,1,0.003
"4 * 7 = 28 (left: 9 13 28)
",n1778,1,0.003
"7 - 4 = 3 (left: 3 9 13)
",n1779,1,0.003
"13 - 7 = 6 (left: 4 6 9)
",n1780,1,2.001
"13 / 4 = 3.25 (left: 3.25 7 9)
",n1781,1,3.0
"13 - 4 = 9 (left: 7 9 9)
",n1782,1,1.002
"13 / 4 = 3.25 (left: 3.25 7 9)
3.25 + 7 = 10.25 (left: 9 10.25)
",n1783,2,3.0
"13 / 4 = 3.25 (left: 3.25 7 9)
7 / 3.25 = 2.15384615385 (left: 2.15384615385 9)
",n1784,2,1.002
"13 / 4 = 3.25 (left: 3.25 7 9)
9 + 3.25 = 12.25 (left: 7 12.25)
",n1785,2,3.0
"13 / 4 = 3.25 (left: 3.25 7 9)
3.25 * 7 = 22.75 (left: 9 22.75)
",n1786,2,0.003
"13 / 4 = 3.25 (left: 3.25 7 9)
7 - 3.25 = 3.75 (left: 3.75 9)
",n1787,2,2.0
"13 / 4 = 3.25 (left: 3.25 7 9)
9 - 7 = 2 (left: 2 9)
",n1788,2,1.002
"13 / 4 = 3.25 (left: 3.25 7 9)
9 / 3.25 = 2.76923076923 (left: 2.76923076923 7)
",n1789,2,1.002
"13 / 4 = 3.25 (left: 3.25 7 9)
9 - 3.25 = 5.75 (left: 5.75 7)
",n1790,2,2.0
"7 / 4 = 1.75 (left: 1.75 9 13)
1.75 + 9 = 10.75 (left: 10.75 13)
",n1791,2,1.002
"7 / 4 = 1.75 (left: 1.75 9 13)
9 / 1.75 = 5.14 (left: 5.14 13)
",n1792,2,2.001
"7 / 4 = 1.75 (left: 1.75 9 13)
13 + 1.75 = 14.75 (left: 9 14.75)
",n1793,2,2.0
"7 / 4 = 1.75 (left: 1.75 9 13)
1.75 * 9 = 15.75 (left: 15.75 13)
",n1794,2,0.003
"7 / 4 = 1.75 (left: 1.75 9 13)
9 - 1.75 = 7.25 (left: 7.25 13)
",n1795,2,3.0
"7 / 4 = 1.75 (left: 1.75 9 13)
13 - 9 = 4 (left: 1.75 4)
",n1796,2,3.0
"7 / 4 = 1.75 (left: 1.75 9 13)
13 / 1.75 = 7.43 (left: 7.43 9)
",n1797,2,2.001
"7 / 4 = 1.75 (left: 1.75 9 13)
13 - 1.75 = 11.25 (left: 9 11.25)
",n1798,2,60.0
"13 - 7 = 6 (left: 4 6 9)
4 + 6 = 10 (left: 9 10)
",n1799,2,3.0
"13 - 7 = 6 (left: 4 6 9)
6 - 4 = 2 (left: 2 9)
",n1800,2,1.002
"13 - 7 = 6 (left: 4 6 9)
9 - 4 = 5 (left: 5 6)
",n1801,2,3.0
"13 - 7 = 6 (left: 4 6 9)
4 * 6 = 24 (left: 9 24)
",n1802,2,1.001
"13 - 7 = 6 (left: 4 6 9)
6 / 4 = 1.5 (left: 1.5 9)
",n1803,2,1.002
"13 - 7 = 6 (left: 4 6 9)
9 - 6 = 3 (left: 3 9)
",n1804,2,1.001
"13 - 7 = 6 (left: 4 6 9)
9 / 4 = 2.25 (left: 2.25 6)
",n1805,2,2.001
"13 - 7 = 6 (left: 4 6 9)
9 + 4 = 13 (left: 6 13)
",n1806,2,2.001
"13 - 7 = 6 (left: 4 6 9)
4 - 6 = -2 (left: -2 9)
",n1807,2,1.002
"13 - 7 = 6 (left: 4 6 9)
6 * 9 = 54 (left: 54)
",n1808,2,0.001
"7 / 4 = 1.75 (left: 1.75 9 13)
13 - 1.75 = 11.25 (left: 9 11.25)
9 + 11.25 = 20.25 (left: 20.25)
",n1809,3,0.0
"7 / 4 = 1.75 (left: 1.75 9 13)
13 - 1.75 = 11.25 (left: 9 11.25)
9 - 11.25 = -2.25 (left: -2.25)
",n1810,3,0.003
"7 / 4 = 1.75 (left: 1.75 9 13)
13 - 1.75 = 11.25 (left: 9 11.25)
9 * 11.25 = 101.25 (left: 101.25)
",n1811,3,0.003
"7 / 4 = 1.75 (left: 1.75 9 13)
13 - 1.75 = 11.25 (left: 9 11.25)
9 / 11.25 = 0.8 (left: 0.8)
",n1812,3,0.001
"13 / 4 = 3.25 (left: 3.25 7 9)
3.25 + 7 = 10.25 (left: 9 10.25)
9 + 10.25 = 19.25 (left: 10.25 19.25)
",n1813,3,2.001
"13 / 4 = 3.25 (left: 3.25 7 9)
3.25 + 7 = 10.25 (left: 9 10.25)
10.25 - 9 = 1.25 (left: 1.25 10.25)
",n1814,3,0
"13 / 4 = 3.25 (left: 3.25 7 9)
3.25 + 7 = 10.25 (left: 9 10.25)
9 / 10.25 = 0.878 (left: 0.878 10.25)
",n1815,3,2.001
"13 / 4 = 3.25 (left: 3.25 7 9)
3.25 + 7 = 10.25 (left: 9 10.25)
10.25 / 9 = 1.139 (left: 1.139 10.25)
",n1816,3,2.001
"13 / 4 = 3.25 (left: 3.25 7 9)
3.25 + 7 = 10.25 (left: 9 10.25)
9 * 10.25 = 92.25 (left: 10.25 92.25)
",n1817,3,2.0
"13 / 4 = 3.25 (left: 3.25 7 9)
3.25 + 7 = 10.25 (left: 9 10.25)
10.25 * 9 = 92.25 (left: 9 92.25)
",n1818,3,0.001
"13 / 4 = 3.25 (left: 3.25 7 9)
3.25 + 7 = 10.25 (left: 9 10.25)
10.25 + 9 = 19.25 (left: 9 19.25)
",n1819,3,1.001
"13 / 4 = 3.25 (left: 3.25 7 9)
9 + 3.25 = 12.25 (left: 7 12.25)
7 + 12.25 = 19.25 (left: 12.25 19.25)
",n1820,3,3.0
"13 / 4 = 3.25 (left: 3.25 7 9)
9 + 3.25 = 12.25 (left: 7 12.25)
7 * 12.25 = 85.75 (left: 12.25 85.75)
",n1821,3,1.002
"13 / 4 = 3.25 (left: 3.25 7 9)
9 + 3.25 = 12.25 (left: 7 12.25)
7 - 12.25 = -5.25 (left: -5.25 12.25)
",n1822,3,3.0
"13 / 4 = 3.25 (left: 3.25 7 9)
9 + 3.25 = 12.25 (left: 7 12.25)
7 / 12.25 = 0.5714 (left: 12.25 0.5714)
",n1823,3,3.0
"13 / 4 = 3.25 (left: 3.25 7 9)
3.25 + 7 = 10.25 (left: 9 10.25)
10.25 - 9 = 1.25 (left: 1.25 10.25)
1.25 + 10.25 = 11.5 (left: 11.5)
",n1824,4,0
"13 / 4 = 3.25 (left: 3.25 7 9)
3.25 + 7 = 10.25 (left: 9 10.25)
10.25 - 9 = 1.25 (left: 1.25 10.25)
10.25 - 1.25 = 9 (left: 9 10.25)
",n1825,4,3.0
"13 / 4 = 3.25 (left: 3.25 7 9)
3.25 + 7 = 10.25 (left: 9 10.25)
10.25 - 9 = 1.25 (left: 1.25 10.25)
1.25 * 10.25 = 12.8125 (left: 12.8125)
",n1826,4,0
"13 / 4 = 3.25 (left: 3.25 7 9)
3.25 + 7 = 10.25 (left: 9 10.25)
10.25 - 9 = 1.25 (left: 1.25 10.25)
10.25 / 1.25 = 8.2 (left: 8.2 10.25)
",n1827,4,0
"13 / 4 = 3.25 (left: 3.25 7 9)
9 + 3.25 = 12.25 (left: 7 12.25)
7 + 12.25 = 19.25 (left: 12.25 19.25)
12.25 + 19.25 = 31.5 (left: 31.5)
",n1828,4,0
"13 / 4 = 3.25 (left: 3.25 7 9)
9 + 3.25 = 12.25 (left: 7 12.25)
7 + 12.25 = 19.25 (left: 12.25 19.25)
12.25 - 19.25 = -7 (left: -7)
",n1829,4,0
"13 / 4 = 3.25 (left: 3.25 7 9)
9 + 3.25 = 12.25 (left: 7 12.25)
7 + 12.25 = 19.25 (left: 12.25 19.25)
12.25 * 19.25 = 236.5625 (left: 236.5625)
",n1830,4,0
