Source,Target,last_formula,operator
null,4 6 6 9,,
4 6 6 9,"4 + 6 = 10 (left: 6 6 9)
",4 + 6 = 10 (left: 6 6 9),+
4 6 6 9,"6 - 4 = 2 (left: 2 6 9)
",6 - 4 = 2 (left: 2 6 9),-
4 6 6 9,"9 + 4 = 13 (left: 6 6 13)
",9 + 4 = 13 (left: 6 6 13),+
4 6 6 9,"4 * 6 = 24 (left: 6 9 24)
",4 * 6 = 24 (left: 6 9 24),*
4 6 6 9,"6 / 4 = 1.5 (left: 1.5 6 9)
",6 / 4 = 1.5 (left: 1.5 6 9),/
4 6 6 9,"9 - 6 = 3 (left: 4 6 3)
",9 - 6 = 3 (left: 4 6 3),-
"4 + 6 = 10 (left: 6 6 9)
","4 + 6 = 10 (left: 6 6 9)
6 + 6 = 12 (left: 9 12)
",6 + 6 = 12 (left: 9 12),+
"4 + 6 = 10 (left: 6 6 9)
","4 + 6 = 10 (left: 6 6 9)
6 * 6 = 36 (left: 9 36)
",6 * 6 = 36 (left: 9 36),*
"4 + 6 = 10 (left: 6 6 9)
","4 + 6 = 10 (left: 6 6 9)
6 - 6 = 0 (left: 9 0)
",6 - 6 = 0 (left: 9 0),-
"4 + 6 = 10 (left: 6 6 9)
","4 + 6 = 10 (left: 6 6 9)
9 + 6 = 15 (left: 6 15)
",9 + 6 = 15 (left: 6 15),+
"4 + 6 = 10 (left: 6 6 9)
","4 + 6 = 10 (left: 6 6 9)
6 / 6 = 1 (left: 9 1)
",6 / 6 = 1 (left: 9 1),/
"4 + 6 = 10 (left: 6 6 9)
","4 + 6 = 10 (left: 6 6 9)
9 - 6 = 3 (left: 3 6)
",9 - 6 = 3 (left: 3 6),-
"4 + 6 = 10 (left: 6 6 9)
","4 + 6 = 10 (left: 6 6 9)
9 / 6 = 1.5 (left: 1.5 6)
",9 / 6 = 1.5 (left: 1.5 6),/
"4 + 6 = 10 (left: 6 6 9)
","4 + 6 = 10 (left: 6 6 9)
9 - 9 = 0 (left: 6 0)
",9 - 9 = 0 (left: 6 0),-
"6 - 4 = 2 (left: 2 6 9)
","6 - 4 = 2 (left: 2 6 9)
2 + 6 = 8 (left: 8 9)
",2 + 6 = 8 (left: 8 9),+
"6 - 4 = 2 (left: 2 6 9)
","6 - 4 = 2 (left: 2 6 9)
6 * 9 = 54 (left: 2 54)
",6 * 9 = 54 (left: 2 54),*
"6 - 4 = 2 (left: 2 6 9)
","6 - 4 = 2 (left: 2 6 9)
9 - 2 = 7 (left: 6 7)
",9 - 2 = 7 (left: 6 7),-
"6 - 4 = 2 (left: 2 6 9)
","6 - 4 = 2 (left: 2 6 9)
6 - 2 = 4 (left: 4 9)
",6 - 2 = 4 (left: 4 9),-
"6 - 4 = 2 (left: 2 6 9)
","6 - 4 = 2 (left: 2 6 9)
9 - 6 = 3 (left: 2 3)
",9 - 6 = 3 (left: 2 3),-
"6 - 4 = 2 (left: 2 6 9)
","6 - 4 = 2 (left: 2 6 9)
2 * 9 = 18 (left: 6 18)
",2 * 9 = 18 (left: 6 18),*
"6 - 4 = 2 (left: 2 6 9)
","6 - 4 = 2 (left: 2 6 9)
9 / 2 = 4.5 (left: 4.5 6)
",9 / 2 = 4.5 (left: 4.5 6),/
"6 - 4 = 2 (left: 2 6 9)
","6 - 4 = 2 (left: 2 6 9)
2 / 6 = 0.3333 (left: 0.3333 9)
",2 / 6 = 0.3333 (left: 0.3333 9),/
"6 - 4 = 2 (left: 2 6 9)
","6 - 4 = 2 (left: 2 6 9)
6 / 9 = 0.6667 (left: 2 0.6667)
",6 / 9 = 0.6667 (left: 2 0.6667),/
"9 - 6 = 3 (left: 4 6 3)
","9 - 6 = 3 (left: 4 6 3)
4 + 6 = 10 (left: 3 10)
",4 + 6 = 10 (left: 3 10),+
"9 - 6 = 3 (left: 4 6 3)
","9 - 6 = 3 (left: 4 6 3)
4 * 6 = 24 (left: 3 24)
",4 * 6 = 24 (left: 3 24),*
"9 - 6 = 3 (left: 4 6 3)
","9 - 6 = 3 (left: 4 6 3)
6 - 4 = 2 (left: 2 3)
",6 - 4 = 2 (left: 2 3),-
"9 - 6 = 3 (left: 4 6 3)
","9 - 6 = 3 (left: 4 6 3)
4 / 6 = 0.67 (left: 0.67 3)
",4 / 6 = 0.67 (left: 0.67 3),/
"9 - 6 = 3 (left: 4 6 3)
","9 - 6 = 3 (left: 4 6 3)
6 / 4 = 1.5 (left: 1.5 3)
",6 / 4 = 1.5 (left: 1.5 3),/
"9 - 6 = 3 (left: 4 6 3)
","9 - 6 = 3 (left: 4 6 3)
4 - 6 = -2 (left: -2 3)
",4 - 6 = -2 (left: -2 3),-
"9 - 6 = 3 (left: 4 6 3)
","9 - 6 = 3 (left: 4 6 3)
3 + 4 = 7 (left: 6 7)
",3 + 4 = 7 (left: 6 7),+
"9 - 6 = 3 (left: 4 6 3)
","9 - 6 = 3 (left: 4 6 3)
3 * 4 = 12 (left: 12 6)
",3 * 4 = 12 (left: 12 6),*
"9 - 6 = 3 (left: 4 6 3)
","9 - 6 = 3 (left: 4 6 3)
4 - 3 = 1 (left: 1 6)
",4 - 3 = 1 (left: 1 6),-
"9 - 6 = 3 (left: 4 6 3)
","9 - 6 = 3 (left: 4 6 3)
3 / 4 = 0.75 (left: 0.75 6)
",3 / 4 = 0.75 (left: 0.75 6),/
"9 - 6 = 3 (left: 4 6 3)
","9 - 6 = 3 (left: 4 6 3)
6 - 3 = 3 (left: 4 3)
",6 - 3 = 3 (left: 4 3),-
"9 - 6 = 3 (left: 4 6 3)
","9 - 6 = 3 (left: 4 6 3)
3 + 6 = 9 (left: 9 3)
",3 + 6 = 9 (left: 9 3),+
"9 - 6 = 3 (left: 4 6 3)
","9 - 6 = 3 (left: 4 6 3)
3 * 6 = 18 (left: 18 3)
",3 * 6 = 18 (left: 18 3),*
"9 - 6 = 3 (left: 4 6 3)
","9 - 6 = 3 (left: 4 6 3)
6 / 3 = 2 (left: 2 3)
",6 / 3 = 2 (left: 2 3),/
"9 - 6 = 3 (left: 4 6 3)
","9 - 6 = 3 (left: 4 6 3)
3 - 6 = -3 (left: -3 3)
",3 - 6 = -3 (left: -3 3),-
"6 - 4 = 2 (left: 2 6 9)
2 * 9 = 18 (left: 6 18)
","6 - 4 = 2 (left: 2 6 9)
2 * 9 = 18 (left: 6 18)
6 + 18 = 24 (left: 24)
",6 + 18 = 24 (left: 24),+
"6 - 4 = 2 (left: 2 6 9)
2 * 9 = 18 (left: 6 18)
","6 - 4 = 2 (left: 2 6 9)
2 * 9 = 18 (left: 6 18)
6 * 18 = 108 (left: 108)
",6 * 18 = 108 (left: 108),*
"6 - 4 = 2 (left: 2 6 9)
2 * 9 = 18 (left: 6 18)
","6 - 4 = 2 (left: 2 6 9)
2 * 9 = 18 (left: 6 18)
18 - 6 = 12 (left: 12)
",18 - 6 = 12 (left: 12),-
"6 - 4 = 2 (left: 2 6 9)
2 * 9 = 18 (left: 6 18)
","6 - 4 = 2 (left: 2 6 9)
2 * 9 = 18 (left: 6 18)
18 / 6 = 3 (left: 3)
",18 / 6 = 3 (left: 3),/
"6 - 4 = 2 (left: 2 6 9)
2 * 9 = 18 (left: 6 18)
","6 - 4 = 2 (left: 2 6 9)
2 * 9 = 18 (left: 6 18)
18 + 6 = 24 (left: 24)
",18 + 6 = 24 (left: 24),+
"6 - 4 = 2 (left: 2 6 9)
2 * 9 = 18 (left: 6 18)
","6 - 4 = 2 (left: 2 6 9)
2 * 9 = 18 (left: 6 18)
6 / 18 = 0.33 (left: 0.33)
",6 / 18 = 0.33 (left: 0.33),/
"4 + 6 = 10 (left: 6 6 9)
6 / 6 = 1 (left: 9 1)
","4 + 6 = 10 (left: 6 6 9)
6 / 6 = 1 (left: 9 1)
9 + 1 = 10 (left: 10)
",9 + 1 = 10 (left: 10),+
"4 + 6 = 10 (left: 6 6 9)
6 / 6 = 1 (left: 9 1)
","4 + 6 = 10 (left: 6 6 9)
6 / 6 = 1 (left: 9 1)
9 - 1 = 8 (left: 8)
",9 - 1 = 8 (left: 8),-
"4 + 6 = 10 (left: 6 6 9)
6 / 6 = 1 (left: 9 1)
","4 + 6 = 10 (left: 6 6 9)
6 / 6 = 1 (left: 9 1)
9 * 1 = 9 (left: 9)
",9 * 1 = 9 (left: 9),*
"4 + 6 = 10 (left: 6 6 9)
6 / 6 = 1 (left: 9 1)
","4 + 6 = 10 (left: 6 6 9)
6 / 6 = 1 (left: 9 1)
9 / 1 = 9 (left: 9)
",9 / 1 = 9 (left: 9),/
"9 - 6 = 3 (left: 4 6 3)
6 / 4 = 1.5 (left: 1.5 3)
","9 - 6 = 3 (left: 4 6 3)
6 / 4 = 1.5 (left: 1.5 3)
1.5 + 3 = 4.5 (left: 4.5)
",1.5 + 3 = 4.5 (left: 4.5),+
"9 - 6 = 3 (left: 4 6 3)
6 / 4 = 1.5 (left: 1.5 3)
","9 - 6 = 3 (left: 4 6 3)
6 / 4 = 1.5 (left: 1.5 3)
3 - 1.5 = 1.5 (left: 1.5)
",3 - 1.5 = 1.5 (left: 1.5),-
"6 - 4 = 2 (left: 2 6 9)
2 * 9 = 18 (left: 6 18)
6 / 18 = 0.33 (left: 0.33)
","6 - 4 = 2 (left: 2 6 9)
2 * 9 = 18 (left: 6 18)
6 / 18 = 0.33 (left: 0.33)
0.33 + 0.33 = 0.66
",0.33 + 0.33 = 0.66,+
"6 - 4 = 2 (left: 2 6 9)
2 * 9 = 18 (left: 6 18)
6 / 18 = 0.33 (left: 0.33)
","6 - 4 = 2 (left: 2 6 9)
2 * 9 = 18 (left: 6 18)
6 / 18 = 0.33 (left: 0.33)
0.33 * 0.33 = 0.1089
",0.33 * 0.33 = 0.1089,*
"6 - 4 = 2 (left: 2 6 9)
2 * 9 = 18 (left: 6 18)
6 / 18 = 0.33 (left: 0.33)
","6 - 4 = 2 (left: 2 6 9)
2 * 9 = 18 (left: 6 18)
6 / 18 = 0.33 (left: 0.33)
0.33 - 0.33 = 0
",0.33 - 0.33 = 0,-
"6 - 4 = 2 (left: 2 6 9)
2 * 9 = 18 (left: 6 18)
6 / 18 = 0.33 (left: 0.33)
","6 - 4 = 2 (left: 2 6 9)
2 * 9 = 18 (left: 6 18)
6 / 18 = 0.33 (left: 0.33)
0.33 / 0.33 = 1
",0.33 / 0.33 = 1,/
"9 - 6 = 3 (left: 4 6 3)
6 / 4 = 1.5 (left: 1.5 3)
1.5 + 3 = 4.5 (left: 4.5)
","9 - 6 = 3 (left: 4 6 3)
6 / 4 = 1.5 (left: 1.5 3)
1.5 + 3 = 4.5 (left: 4.5)
There are no possible next steps for the input 4.5 since it is a single number and does not allow for any mathematical operations.
",There are no possible next steps for the input 4.5 since it is a single number and does not allow for any mathematical operations.,
"6 - 4 = 2 (left: 2 6 9)
2 * 9 = 18 (left: 6 18)
6 + 18 = 24 (left: 24)
","6 - 4 = 2 (left: 2 6 9)
2 * 9 = 18 (left: 6 18)
6 + 18 = 24 (left: 24)
Answer: (6 + (6 - 4)) * 9 = 24
",Answer: (6 + (6 - 4)) * 9 = 24,+
