id,node_id,step,value
3 6 9 12,n1653,0,
"3 + 6 = 9 (left: 9 9 12)
",n1654,1,1.002
"6 / 3 = 2 (left: 2 9 12)
",n1655,1,1.002
"9 + 3 = 12 (left: 6 9 12)
",n1656,1,2.001
"3 * 6 = 18 (left: 9 12 18)
",n1657,1,0.003
"6 - 3 = 3 (left: 3 9 12)
",n1658,1,60.0
"12 - 6 = 6 (left: 3 6 12)
",n1659,1,2.001
"12 / 3 = 4 (left: 4 6 9)
",n1660,1,2.001
"12 - 3 = 9 (left: 6 9 9)
",n1661,1,60.0
"6 - 3 = 3 (left: 3 9 12)
3 + 9 = 12 (left: 12 12)
",n1662,2,60.0
"6 - 3 = 3 (left: 3 9 12)
9 / 3 = 3 (left: 3 12)
",n1663,2,1.002
"6 - 3 = 3 (left: 3 9 12)
12 + 3 = 15 (left: 9 15)
",n1664,2,60.0
"6 - 3 = 3 (left: 3 9 12)
3 * 9 = 27 (left: 12 27)
",n1665,2,0.003
"6 - 3 = 3 (left: 3 9 12)
9 - 3 = 6 (left: 6 12)
",n1666,2,2.001
"6 - 3 = 3 (left: 3 9 12)
12 - 9 = 3 (left: 3 12)
",n1667,2,1.002
"6 - 3 = 3 (left: 3 9 12)
12 / 3 = 4 (left: 4 12)
",n1668,2,3.0
"6 - 3 = 3 (left: 3 9 12)
12 - 3 = 9 (left: 9 12)
",n1669,2,0.003
"12 - 3 = 9 (left: 6 9 9)
6 + 9 = 15 (left: 9 15)
",n1670,2,60.0
"12 - 3 = 9 (left: 6 9 9)
9 / 6 = 1.5 (left: 1.5 9)
",n1671,2,0
"12 - 3 = 9 (left: 6 9 9)
9 + 6 = 15 (left: 9 15)
",n1672,2,60.0
"12 - 3 = 9 (left: 6 9 9)
6 * 9 = 54 (left: 9 9)
",n1673,2,2.001
"12 - 3 = 9 (left: 6 9 9)
9 - 6 = 3 (left: 3 9)
",n1674,2,0
"9 + 3 = 12 (left: 6 9 12)
6 + 9 = 15 (left: 12 15)
",n1675,2,0.003
"9 + 3 = 12 (left: 6 9 12)
6 * 9 = 54 (left: 12 54)
",n1676,2,1.002
"9 + 3 = 12 (left: 6 9 12)
9 - 6 = 3 (left: 3 12)
",n1677,2,1.002
"9 + 3 = 12 (left: 6 9 12)
9 / 6 = 1.5 (left: 1.5 12)
",n1678,2,0.003
"9 + 3 = 12 (left: 6 9 12)
12 + 6 = 18 (left: 9 18)
",n1679,2,0.003
"9 + 3 = 12 (left: 6 9 12)
12 * 6 = 72 (left: 9 72)
",n1680,2,20.002
"9 + 3 = 12 (left: 6 9 12)
12 - 6 = 6 (left: 6 12)
",n1681,2,2.001
"9 + 3 = 12 (left: 6 9 12)
12 / 6 = 2 (left: 2 12)
",n1682,2,3.0
"6 - 3 = 3 (left: 3 9 12)
3 + 9 = 12 (left: 12 12)
12 + 12 = 24 (left: 24)
",n1683,3,0
"6 - 3 = 3 (left: 3 9 12)
3 + 9 = 12 (left: 12 12)
12 - 12 = 0 (left: 0)
",n1684,3,0.001
"6 - 3 = 3 (left: 3 9 12)
3 + 9 = 12 (left: 12 12)
12 * 12 = 144 (left: 144)
",n1685,3,0
"6 - 3 = 3 (left: 3 9 12)
3 + 9 = 12 (left: 12 12)
12 / 12 = 1 (left: 1)
",n1686,3,0
"6 - 3 = 3 (left: 3 9 12)
3 + 9 = 12 (left: 12 12)
12 ^ 12 = 8916100448256 (left: 8916100448256)
",n1687,3,0.001
"6 - 3 = 3 (left: 3 9 12)
12 + 3 = 15 (left: 9 15)
9 + 15 = 24 (left: 15 24)
",n1688,3,0.003
"6 - 3 = 3 (left: 3 9 12)
12 + 3 = 15 (left: 9 15)
9 * 15 = 135 (left: 15 135)
",n1689,3,0.001
"6 - 3 = 3 (left: 3 9 12)
12 + 3 = 15 (left: 9 15)
15 - 9 = 6 (left: 6 15)
",n1690,3,0
"6 - 3 = 3 (left: 3 9 12)
12 + 3 = 15 (left: 9 15)
15 / 9 = 1.67 (left: 1.67 15)
",n1691,3,0
"6 - 3 = 3 (left: 3 9 12)
12 + 3 = 15 (left: 9 15)
9 - 15 = -6 (left: -6 9)
",n1692,3,0
"12 - 3 = 9 (left: 6 9 9)
6 + 9 = 15 (left: 9 15)
9 + 15 = 24 (left: 15 24)
",n1693,3,0.003
"12 - 3 = 9 (left: 6 9 9)
6 + 9 = 15 (left: 9 15)
9 - 15 = -6 (left: -6 15)
",n1694,3,2.0
"12 - 3 = 9 (left: 6 9 9)
6 + 9 = 15 (left: 9 15)
9 * 15 = 135 (left: 15 135)
",n1695,3,0.001
"12 - 3 = 9 (left: 6 9 9)
6 + 9 = 15 (left: 9 15)
15 - 9 = 6 (left: 6 15)
",n1696,3,3.0
"12 - 3 = 9 (left: 6 9 9)
6 + 9 = 15 (left: 9 15)
15 / 9 = 1.67 (left: 1.67 15)
",n1697,3,3.0
"6 - 3 = 3 (left: 3 9 12)
12 + 3 = 15 (left: 9 15)
9 - 15 = -6 (left: -6 9)
-6 + 9 = 3 (left: 3 9)
",n1698,4,1.001
"6 - 3 = 3 (left: 3 9 12)
12 + 3 = 15 (left: 9 15)
9 - 15 = -6 (left: -6 9)
-6 - 9 = -15 (left: -15 9)
",n1699,4,0
"6 - 3 = 3 (left: 3 9 12)
12 + 3 = 15 (left: 9 15)
9 - 15 = -6 (left: -6 9)
-6 * 9 = -54 (left: -54 9)
",n1700,4,0
"6 - 3 = 3 (left: 3 9 12)
12 + 3 = 15 (left: 9 15)
9 - 15 = -6 (left: -6 9)
-6 / 9 = -0.6667 (left: -0.6667 9)
",n1701,4,0
"6 - 3 = 3 (left: 3 9 12)
12 + 3 = 15 (left: 9 15)
15 - 9 = 6 (left: 6 15)
6 + 15 = 21 (left: 21)
",n1702,4,0
"6 - 3 = 3 (left: 3 9 12)
12 + 3 = 15 (left: 9 15)
15 - 9 = 6 (left: 6 15)
15 - 6 = 9 (left: 9)
",n1703,4,0.0
"6 - 3 = 3 (left: 3 9 12)
12 + 3 = 15 (left: 9 15)
15 - 9 = 6 (left: 6 15)
6 * 15 = 90 (left: 90)
",n1704,4,0.001
"6 - 3 = 3 (left: 3 9 12)
12 + 3 = 15 (left: 9 15)
15 - 9 = 6 (left: 6 15)
15 / 6 = 2.5 (left: 2.5)
",n1705,4,0.003
"6 - 3 = 3 (left: 3 9 12)
12 + 3 = 15 (left: 9 15)
15 - 9 = 6 (left: 6 15)
15 + 6 = 21 (left: 21)
",n1706,4,0
"6 - 3 = 3 (left: 3 9 12)
12 + 3 = 15 (left: 9 15)
15 / 9 = 1.67 (left: 1.67 15)
1.67 + 15 = 16.67 (left: 16.67)
",n1707,4,0
"6 - 3 = 3 (left: 3 9 12)
12 + 3 = 15 (left: 9 15)
15 / 9 = 1.67 (left: 1.67 15)
15 / 1.67 = 8.98 (left: 8.98)
",n1708,4,0
"6 - 3 = 3 (left: 3 9 12)
12 + 3 = 15 (left: 9 15)
15 / 9 = 1.67 (left: 1.67 15)
1.67 * 15 = 25.05 (left: 25.05)
",n1709,4,0
"6 - 3 = 3 (left: 3 9 12)
12 + 3 = 15 (left: 9 15)
15 / 9 = 1.67 (left: 1.67 15)
15 - 1.67 = 13.33 (left: 13.33)
",n1710,4,0
