id,node_id,step,value
6 7 8 9,n141,0,
"6 + 7 = 13 (left: 8 9 13)
",n142,1,0.003
"7 + 8 = 15 (left: 6 9 15)
",n143,1,0.003
"8 + 9 = 17 (left: 6 7 17)
",n144,1,0.003
"6 * 7 = 42 (left: 8 9 42)
",n145,1,0.003
"7 * 8 = 56 (left: 6 9 56)
",n146,1,0.003
"8 * 9 = 72 (left: 6 7 72)
",n147,1,3.0
"6 - 7 = -1 (left: -1 8 9)
",n148,1,1.002
"7 - 8 = -1 (left: 6 -1 9)
",n149,1,3.0
"8 - 9 = -1 (left: 6 7 -1)
",n150,1,60.0
"6 / 7 = 0.857 (left: 8 9 0.857)
",n151,1,2.0
"7 / 8 = 0.875 (left: 6 9 0.875)
",n152,1,3.0
"8 / 9 = 0.889 (left: 6 7 0.889)
",n153,1,2.001
"8 - 9 = -1 (left: 6 7 -1)
6 + 7 = 13 (left: 13 -1)
",n154,2,1.0
"8 - 9 = -1 (left: 6 7 -1)
6 - 7 = -1 (left: -1 -1)
",n155,2,40.001
"8 - 9 = -1 (left: 6 7 -1)
6 / 7 = 0.857 (left: 0.857 -1)
",n156,2,0.003
"8 - 9 = -1 (left: 6 7 -1)
6 * 7 = 42 (left: 42 -1)
",n157,2,0.002
"8 - 9 = -1 (left: 6 7 -1)
7 + (-1) = 6 (left: 6 -1)
",n158,2,1.0
"8 - 9 = -1 (left: 6 7 -1)
7 - (-1) = 8 (left: 8 -1)
",n159,2,0.002
"8 - 9 = -1 (left: 6 7 -1)
7 / (-1) = -7 (left: -7 -1)
",n160,2,60.0
"8 - 9 = -1 (left: 6 7 -1)
7 * (-1) = -7 (left: -7 -1)
",n161,2,60.0
"8 * 9 = 72 (left: 6 7 72)
6 + 7 = 13 (left: 13 72)
",n162,2,0.003
"8 * 9 = 72 (left: 6 7 72)
6 * 7 = 42 (left: 42 72)
",n163,2,0.003
"8 * 9 = 72 (left: 6 7 72)
7 * 6 = 42 (left: 42 72)
",n164,2,0.003
"8 * 9 = 72 (left: 6 7 72)
7 + 6 = 13 (left: 13 72)
",n165,2,0.003
"8 * 9 = 72 (left: 6 7 72)
6 - 7 = -1 (left: -1 72)
",n166,2,1.001
"8 * 9 = 72 (left: 6 7 72)
7 - 6 = 1 (left: 1 72)
",n167,2,1.002
"8 * 9 = 72 (left: 6 7 72)
72 / 6 = 12 (left: 7 12)
",n168,2,2.001
"8 * 9 = 72 (left: 6 7 72)
72 / 7 = 10 (left: 6 10)
",n169,2,3.0
"8 * 9 = 72 (left: 6 7 72)
72 - 6 = 66 (left: 7 66)
",n170,2,0.002
"8 * 9 = 72 (left: 6 7 72)
72 - 7 = 65 (left: 6 65)
",n171,2,1.001
"7 - 8 = -1 (left: 6 -1 9)
6 - (-1) = 7 (left: 7 9)
",n172,2,1.002
"7 - 8 = -1 (left: 6 -1 9)
6 + (-1) = 5 (left: 5 9)
",n173,2,0.002
"7 - 8 = -1 (left: 6 -1 9)
6 * (-1) = -6 (left: -6 9)
",n174,2,22.0
"7 - 8 = -1 (left: 6 -1 9)
6 / (-1) = -6 (left: -6 9)
",n175,2,22.0
"7 - 8 = -1 (left: 6 -1 9)
-1 + 9 = 8 (left: 6 8)
",n176,2,3.0
"7 - 8 = -1 (left: 6 -1 9)
-1 - 6 = -7 (left: -7 9)
",n177,2,3.0
"7 - 8 = -1 (left: 6 -1 9)
-1 * 9 = -9 (left: -9 9)
",n178,2,0.003
"7 - 8 = -1 (left: 6 -1 9)
-1 / 9 = -0.1111111111111111 (left: -0.1111111111111111 9)
",n179,2,1.0
"7 - 8 = -1 (left: 6 -1 9)
9 - 6 = 3 (left: 3 9)
",n180,2,1.001
