id,node_id,step,value
2 5 8 11,n0,0,
"2 + 5 = 7 (left: 7 8 11)
",n1,1,0.003
"5 + 8 = 13 (left: 2 13 11)
",n2,1,2.001
"2 * 5 = 10 (left: 10 8 11)
",n3,1,1.002
"11 - 2 = 9 (left: 9 5 8)
",n4,1,3.0
"11 - 5 = 6 (left: 2 6 8)
",n5,1,3.0
"8 - 2 = 6 (left: 6 5 8)
",n6,1,3.0
"8 - 5 = 3 (left: 2 3 8)
",n7,1,2.001
"11 + 2 = 13 (left: 5 8 13)
",n8,1,3.0
"2 * 8 = 16 (left: 16 5 11)
",n9,1,1.002
"11 - 2 = 9 (left: 9 5 8)
9 + 5 = 14 (left: 8 14)
",n10,2,2.001
"11 - 2 = 9 (left: 9 5 8)
9 - 5 = 4 (left: 4 8)
",n11,2,3.0
"11 - 2 = 9 (left: 9 5 8)
9 * 5 = 45 (left: 8 45)
",n12,2,0.003
"11 - 2 = 9 (left: 9 5 8)
9 / 5 = 1.8 (left: 1.8 8)
",n13,2,1.001
"11 - 2 = 9 (left: 9 5 8)
5 + 8 = 13 (left: 9 13)
",n14,2,3.0
"11 - 2 = 9 (left: 9 5 8)
5 - 8 = -3 (left: -3 8)
",n15,2,0.0
"11 - 2 = 9 (left: 9 5 8)
5 * 8 = 40 (left: 8 40)
",n16,2,0.002
"11 - 2 = 9 (left: 9 5 8)
5 / 8 = 0.625 (left: 0.625 8)
",n17,2,3.0
"11 - 2 = 9 (left: 9 5 8)
8 + 9 = 17 (left: 5 17)
",n18,2,3.0
"11 - 2 = 9 (left: 9 5 8)
8 - 9 = -1 (left: -1 8)
",n19,2,0.003
"11 - 2 = 9 (left: 9 5 8)
8 * 9 = 72 (left: 5 72)
",n20,2,1.002
"11 - 2 = 9 (left: 9 5 8)
8 / 9 = 0.8889 (left: 0.8889 8)
",n21,2,2.001
"11 - 5 = 6 (left: 2 6 8)
2 + 6 = 8 (left: 8 8)
",n22,2,3.0
"11 - 5 = 6 (left: 2 6 8)
2 * 6 = 12 (left: 8 12)
",n23,2,2.001
"11 - 5 = 6 (left: 2 6 8)
6 - 2 = 4 (left: 4 8)
",n24,2,3.0
"11 - 5 = 6 (left: 2 6 8)
8 - 2 = 6 (left: 6 8)
",n25,2,3.0
"11 - 5 = 6 (left: 2 6 8)
6 / 2 = 3 (left: 3 8)
",n26,2,3.0
"11 - 5 = 6 (left: 2 6 8)
8 / 2 = 4 (left: 4 8)
",n27,2,3.0
"8 - 2 = 6 (left: 6 5 8)
6 + 5 = 11 (left: 8 11)
",n28,2,1.002
"8 - 2 = 6 (left: 6 5 8)
6 / 5 = 1.2 (left: 1.2 8)
",n29,2,2.0
"8 - 2 = 6 (left: 6 5 8)
6 * 5 = 30 (left: 8 30)
",n30,2,0.003
"8 - 2 = 6 (left: 6 5 8)
6 - 5 = 1 (left: 1 8)
",n31,2,1.002
"8 - 2 = 6 (left: 6 5 8)
5 + 8 = 13 (left: 6 13)
",n32,2,2.001
"8 - 2 = 6 (left: 6 5 8)
5 / 8 = 0.625 (left: 0.625 8)
",n33,2,3.0
"8 - 2 = 6 (left: 6 5 8)
5 * 8 = 40 (left: 8 40)
",n34,2,0.002
"8 - 2 = 6 (left: 6 5 8)
5 - 8 = -3 (left: -3 8)
",n35,2,0.0
"8 - 2 = 6 (left: 6 5 8)
8 + 6 = 14 (left: 5 14)
",n36,2,3.0
"8 - 2 = 6 (left: 6 5 8)
8 / 6 = 1.333 (left: 1.333 8)
",n37,2,1.002
"8 - 2 = 6 (left: 6 5 8)
8 * 6 = 48 (left: 8 48)
",n38,2,0.002
"8 - 2 = 6 (left: 6 5 8)
8 - 6 = 2 (left: 2 8)
",n39,2,3.0
"11 - 2 = 9 (left: 9 5 8)
9 - 5 = 4 (left: 4 8)
4 + 8 = 12 (left: 8 12)
",n40,3,2.001
"11 - 2 = 9 (left: 9 5 8)
9 - 5 = 4 (left: 4 8)
4 * 8 = 32 (left: 8 32)
",n41,3,41.0
"11 - 2 = 9 (left: 9 5 8)
9 - 5 = 4 (left: 4 8)
8 / 4 = 2 (left: 2 8)
",n42,3,3.0
"11 - 2 = 9 (left: 9 5 8)
9 - 5 = 4 (left: 4 8)
8 - 4 = 4 (left: 4 8)
",n43,3,3.0
"11 - 2 = 9 (left: 9 5 8)
5 + 8 = 13 (left: 9 13)
9 + 13 = 22 (left: 22)
",n44,3,0.0
"11 - 2 = 9 (left: 9 5 8)
5 + 8 = 13 (left: 9 13)
9 - 13 = -4 (left: -4)
",n45,3,0.001
"11 - 2 = 9 (left: 9 5 8)
5 + 8 = 13 (left: 9 13)
9 * 13 = 117 (left: 117)
",n46,3,0.002
"11 - 2 = 9 (left: 9 5 8)
5 + 8 = 13 (left: 9 13)
9 / 13 �� 0.6923 (left: 0.6923)
",n47,3,0.0
"11 - 2 = 9 (left: 9 5 8)
5 / 8 = 0.625 (left: 0.625 8)
0.625 * 8 = 5 (left: 5 8)
",n48,3,3.0
"11 - 2 = 9 (left: 9 5 8)
5 / 8 = 0.625 (left: 0.625 8)
0.625 + 8 = 8.625 (left: 8.625)
",n49,3,0.001
"11 - 2 = 9 (left: 9 5 8)
5 / 8 = 0.625 (left: 0.625 8)
8 / 0.625 = 12.8 (left: 12.8)
",n50,3,0.0
"11 - 2 = 9 (left: 9 5 8)
5 / 8 = 0.625 (left: 0.625 8)
8 - 0.625 = 7.375 (left: 7.375)
",n51,3,0.0
"11 - 2 = 9 (left: 9 5 8)
9 - 5 = 4 (left: 4 8)
4 * 8 = 32 (left: 8 32)
8 + 32 = 40 (left: 40)
",n52,4,0
"11 - 2 = 9 (left: 9 5 8)
9 - 5 = 4 (left: 4 8)
4 * 8 = 32 (left: 8 32)
8 / 32 = 0.25 (left: 0.25)
",n53,4,0
"11 - 2 = 9 (left: 9 5 8)
9 - 5 = 4 (left: 4 8)
4 * 8 = 32 (left: 8 32)
32 + 8 = 40 (left: 8 40)
",n54,4,0.002
"11 - 2 = 9 (left: 9 5 8)
9 - 5 = 4 (left: 4 8)
4 * 8 = 32 (left: 8 32)
8 * 32 = 256 (left: 256)
",n55,4,0
"11 - 2 = 9 (left: 9 5 8)
9 - 5 = 4 (left: 4 8)
4 * 8 = 32 (left: 8 32)
32 - 8 = 24 (left: 24)
",n56,4,0
"11 - 2 = 9 (left: 9 5 8)
9 - 5 = 4 (left: 4 8)
4 * 8 = 32 (left: 8 32)
32 / 8 = 4 (left: 4)
",n57,4,0
"11 - 2 = 9 (left: 9 5 8)
9 - 5 = 4 (left: 4 8)
8 / 4 = 2 (left: 2 8)
2 + 8 = 10 (left: 10)
",n58,4,0
"11 - 2 = 9 (left: 9 5 8)
9 - 5 = 4 (left: 4 8)
8 / 4 = 2 (left: 2 8)
8 / 2 = 4 (left: 4)
",n59,4,0
"11 - 2 = 9 (left: 9 5 8)
9 - 5 = 4 (left: 4 8)
8 / 4 = 2 (left: 2 8)
2 * 8 = 16 (left: 16)
",n60,4,0
"11 - 2 = 9 (left: 9 5 8)
9 - 5 = 4 (left: 4 8)
8 / 4 = 2 (left: 2 8)
8 - 2 = 6 (left: 6)
",n61,4,0
"11 - 2 = 9 (left: 9 5 8)
9 - 5 = 4 (left: 4 8)
8 - 4 = 4 (left: 4 8)
4 + 8 = 12 (left: 8 12)
",n62,4,2.001
"11 - 2 = 9 (left: 9 5 8)
9 - 5 = 4 (left: 4 8)
8 - 4 = 4 (left: 4 8)
4 * 8 = 32 (left: 8 32)
",n63,4,41.0
"11 - 2 = 9 (left: 9 5 8)
9 - 5 = 4 (left: 4 8)
8 - 4 = 4 (left: 4 8)
8 - 4 = 4 (left: 4 8)
",n64,4,3.0
"11 - 2 = 9 (left: 9 5 8)
9 - 5 = 4 (left: 4 8)
8 - 4 = 4 (left: 4 8)
8 / 4 = 2 (left: 2 8)
",n65,4,3.0
