id,node_id,step,value
1 11 11 13,n225,0,
"1 + 11 = 12 (left: 11 12 13)
",n226,1,21.001
"11 / 1 = 11 (left: 11 11 13)
",n227,1,0.003
"13 - 1 = 12 (left: 11 11 12)
",n228,1,0.003
"1 * 11 = 11 (left: 11 11 13)
",n229,1,0.003
"11 - 1 = 10 (left: 10 11 13)
",n230,1,0
"13 - 11 = 2 (left: 1 2 11)
",n231,1,0.003
"13 / 1 = 13 (left: 11 11 13)
",n232,1,0.003
"1 + 11 = 12 (left: 11 12 13)
11 + 12 = 23 (left: 13 23)
",n233,2,1.002
"1 + 11 = 12 (left: 11 12 13)
11 / 12 = 0.917 (left: 0.917 13)
",n234,2,2.0
"1 + 11 = 12 (left: 11 12 13)
11 + 13 = 24 (left: 12 24)
",n235,2,0.002
"1 + 11 = 12 (left: 11 12 13)
11 * 12 = 132 (left: 13 132)
",n236,2,20.001
"1 + 11 = 12 (left: 11 12 13)
12 - 11 = 1 (left: 1 13)
",n237,2,1.0
"1 + 11 = 12 (left: 11 12 13)
13 - 11 = 2 (left: 2 13)
",n238,2,1.002
"1 + 11 = 12 (left: 11 12 13)
13 / 11 = 1.182 (left: 1.182 13)
",n239,2,1.0
"1 + 11 = 12 (left: 11 12 13)
13 - 12 = 1 (left: 1 13)
",n240,2,1.0
"1 + 11 = 12 (left: 11 12 13)
Input: 5 5 5 5
",n241,2,0.003
"1 + 11 = 12 (left: 11 12 13)
Possible next steps:
",n242,2,0.003
"1 + 11 = 12 (left: 11 12 13)
5 + 5 = 10 (left: 5 10 5)
",n243,2,1.002
"1 + 11 = 12 (left: 11 12 13)
5 / 5 = 1 (left: 1 5 5)
",n244,2,0
"1 + 11 = 12 (left: 11 12 13)
5 + 5 = 10 (left: 5 5 10)
",n245,2,1.002
"1 + 11 = 12 (left: 11 12 13)
5 * 5 = 25 (left: 5 5 25)
",n246,2,0
"1 + 11 = 12 (left: 11 12 13)
5 - 5 = 0 (left: 0 5 5)
",n247,2,0
"11 / 1 = 11 (left: 11 11 13)
11 + 11 = 22 (left: 13 22)
",n248,2,0.003
"11 / 1 = 11 (left: 11 11 13)
11 / 11 = 1 (left: 1 13)
",n249,2,1.0
"11 / 1 = 11 (left: 11 11 13)
13 + 11 = 24 (left: 11 24)
",n250,2,0.003
"11 / 1 = 11 (left: 11 11 13)
11 * 11 = 121 (left: 13 121)
",n251,2,0.003
"11 / 1 = 11 (left: 11 11 13)
11 - 11 = 0 (left: 0 13)
",n252,2,1.002
"11 / 1 = 11 (left: 11 11 13)
13 - 11 = 2 (left: 2 11)
",n253,2,2.001
"11 / 1 = 11 (left: 11 11 13)
13 / 11 = 1 (left: 1 13)
",n254,2,1.0
"13 - 1 = 12 (left: 11 11 12)
11 + 11 = 22 (left: 12 22)
",n255,2,0.003
"13 - 1 = 12 (left: 11 11 12)
11 / 11 = 1 (left: 1 12)
",n256,2,0.002
"13 - 1 = 12 (left: 11 11 12)
12 + 11 = 23 (left: 11 23)
",n257,2,0.003
"13 - 1 = 12 (left: 11 11 12)
11 * 11 = 121 (left: 12 121)
",n258,2,0.003
"13 - 1 = 12 (left: 11 11 12)
11 - 11 = 0 (left: 0 12)
",n259,2,1.002
"13 - 1 = 12 (left: 11 11 12)
12 - 11 = 1 (left: 1 12)
",n260,2,0.002
"13 - 1 = 12 (left: 11 11 12)
12 / 11 = 1 (left: 1 12)
",n261,2,0.002
"13 - 1 = 12 (left: 11 11 12)
12 - 1 = 11 (left: 11 12)
",n262,2,0.003
"1 + 11 = 12 (left: 11 12 13)
11 * 12 = 132 (left: 13 132)
13 + 132 = 145 (left: 132 145)
",n263,3,0.003
"1 + 11 = 12 (left: 11 12 13)
11 * 12 = 132 (left: 13 132)
13 * 132 = 1716 (left: 132 1716)
",n264,3,1.002
"1 + 11 = 12 (left: 11 12 13)
11 * 12 = 132 (left: 13 132)
132 / 13 = 10 (left: 10 132)
",n265,3,0.003
"1 + 11 = 12 (left: 11 12 13)
11 * 12 = 132 (left: 13 132)
132 - 13 = 119 (left: 13 119)
",n266,3,40.0
"1 + 11 = 12 (left: 11 12 13)
11 * 12 = 132 (left: 13 132)
13 / 132 = 0.0985 (left: 0.0985 132)
",n267,3,1.0
"1 + 11 = 12 (left: 11 12 13)
11 * 12 = 132 (left: 13 132)
132 - 132 = 0 (left: 13 0)
",n268,3,2.001
"1 + 11 = 12 (left: 11 12 13)
11 * 12 = 132 (left: 13 132)
132 + 13 = 145 (left: 13 145)
",n269,3,1.002
"1 + 11 = 12 (left: 11 12 13)
11 * 12 = 132 (left: 13 132)
13 * 13 = 169 (left: 132 169)
",n270,3,0.003
"11 / 1 = 11 (left: 11 11 13)
13 - 11 = 2 (left: 2 11)
2 + 11 = 13 (left: 13)
",n271,3,0.0
"11 / 1 = 11 (left: 11 11 13)
13 - 11 = 2 (left: 2 11)
2 * 11 = 22 (left: 22)
",n272,3,0.0
"11 / 1 = 11 (left: 11 11 13)
13 - 11 = 2 (left: 2 11)
11 - 2 = 9 (left: 9)
",n273,3,0.0
"11 / 1 = 11 (left: 11 11 13)
13 - 11 = 2 (left: 2 11)
11 / 2 = 5.5 (left: 5.5)
",n274,3,0.001
"1 + 11 = 12 (left: 11 12 13)
11 / 12 = 0.917 (left: 0.917 13)
0.917 + 13 = 13.917 (left: 13.917)
",n275,3,0.002
"1 + 11 = 12 (left: 11 12 13)
11 / 12 = 0.917 (left: 0.917 13)
13 - 0.917 = 12.083 (left: 12.083)
",n276,3,0.002
"1 + 11 = 12 (left: 11 12 13)
11 / 12 = 0.917 (left: 0.917 13)
0.917 * 13 = 11.921 (left: 11.921)
",n277,3,0.002
"1 + 11 = 12 (left: 11 12 13)
11 / 12 = 0.917 (left: 0.917 13)
13 / 0.917 = 14.181 (left: 14.181)
",n278,3,0.001
"1 + 11 = 12 (left: 11 12 13)
11 * 12 = 132 (left: 13 132)
132 - 13 = 119 (left: 13 119)
13 + 119 = 132 (left: 132)
",n279,4,0
"1 + 11 = 12 (left: 11 12 13)
11 * 12 = 132 (left: 13 132)
132 - 13 = 119 (left: 13 119)
119 - 13 = 106 (left: 106)
",n280,4,0
"1 + 11 = 12 (left: 11 12 13)
11 * 12 = 132 (left: 13 132)
132 - 13 = 119 (left: 13 119)
13 * 119 = 1547 (left: 1547)
",n281,4,0
